location,size,rooms,land_area,description,seller,price
Grimmen (Grimmen),136 m²,6 Zi.,457 m² Grundstück,- Gepflegte Doppelhaushälfte im Grünen mit viel Platz für die Familie -,Maklair Immobilien GmbH,275.000 €
Leipzig (Engelsdorf),115 m²,4 Zi.,200 m² Grundstück,Wundervolle Doppelhaushälfte mit charmantem Garten und Garage!,Willuhn Immobilien e.K. Inh. Sabine Willuhn,414.212 €
Karstädt (Pinnow),114 m²,5 Zi.,512 m² Grundstück,Wohnträume verwirklichen: Gestaltbares EFH mit kleinem Innenhof und Nebengelass in naturnaher Lage,McMakler GmbH,129.000 €
Oranienburg (Wensickendorf),311 m²,14 Zi.,3149 m² Grundstück,UBC: Imposantes Einfamilienhaus mit ausgebauter Scheune und großem Grundstück,Unify Berlin Collection GmbH Best of Real Estate Investments,1.479.000 €
Lalendorf - Vietgest (Vietgest),25.26 m²,2 Zi.,269 m² Grundstück,Ferienhaus in Vietgest,ImmobilienBüro Ehlers,74.000 €
Stolpe an der Peene (Stolpe),75.15 m²,4 Zi.,828.15 m² Grundstück,Vielseitiges Potenzial in ländlichem Idyll: DHH mit weitläufigem Grundstück,McMakler GmbH,110.000 €
Wittenberge (Wittenberge),80 m²,3.5 Zi.,590 m² Grundstück,EFH mit viel Potential in gepflegter Wohnsiedlung,Dr. Lehner Immobilien,99.000 €
Steinhagen (Negast),170 m²,7 Zi.,623 m² Grundstück,Naturidylle mit diversen Nutzungsmöglichkeiten!,BERNDT Immobilien,370.000 €
Lenzen (Elbe) (Lenzen),145 m²,6 Zi.,527 m² Grundstück,EFH mit Einliegerwohnung im Elbestädtchen Lenzen,Dr. Lehner Immobilien,196.000 €
Otterwisch (Otterwisch),140 m²,5 Zi.,985 m² Grundstück,Otterwisch - Ort zum Träumen,Kern-Haus Leipzig GmbH,449.950 €
Löwenberger Land (Nassenheide),151.34 m²,5 Zi.,850 m² Grundstück,*Willkommen in Ihrem neuen zu Hause! Modernes Einfamilienhaus in Nassenheide sucht Sie!*,SevenTree Immobilien e. K.,475.000 €
Heidenau,131 m²,4 Zi.,700 m² Grundstück,Entspannt Wohnen an der Stadtgrenze zu Dresden!,KH Massivhaus Dresden GmbH,452.900 €
Dresden (Weixdorf),183 m²,8 Zi.,990 m² Grundstück,"Ihre Chance - Historische Villa zur Selbstverwirklichung - viel Wohnfläche, viel Grundstück",Postbank Immobilien GmbH,589.000 €
Laage (Laage),110 m²,4 Zi.,240 m² Grundstück,Laage - Innenstadt!,OstseeSparkasse Rostock,222.000 €
Neu Kaliß / Alt Kaliß (Kaliß),182 m²,7 Zi.,2000 m² Grundstück,!!! Großes Wohnhaus in Ortsrandlage von Alt Kaliß - Platz für eine große Familie !!!,Arne Wulf Immobilien,220.000 €
Damm (Damm),88 m²,7 Zi.,1270 m² Grundstück,"Ein gepflegter Immobilienschatz - Natur, Familie &amp; Wohnen!",Postbank Immobilien GmbH,185.000 €
Lutherstadt Wittenberg (Lutherstadt Wittenberg),230 m²,8 Zi.,501 m² Grundstück,Ein großes Haus mit vielen Möglichkeiten,"Roland Heese, Selbständiger Handelsvertreter der Sparkasse Wittenberg für die Immobilienvermittlung",190.000 €
Domsühl / Schlieven (Schlieven),109 m²,6 Zi.,2222 m² Grundstück,"SIE haben die FAMILIE, WIR das HAUS!!!",Arne Wulf Immobilien,120.000 €
Barleben (Barleben),96 m²,4 Zi.,150 m² Grundstück,Setzen Ihren Hausbauwunsch in die Tat um - dieses Hauskonzept passt auf die kleinsten Flächen,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,224.550 €
Biere (Biere),110 m²,4 Zi.,845 m² Grundstück,Ihr Haus ist auch in Zukunft energiesparend - unabhängiger Leben vom Versorger,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,227.690 €
Biederitz (Heyrothsberge),99 m²,4 Zi.,910 m² Grundstück,Ihr (T)raumwunder in Heyrothsberge neu bauen und Geborgenheit erleben,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,221.750 €
Hohe Börde (Schackensleben),108 m²,4 Zi.,1217 m² Grundstück,Sommer in der Börde - erfüllen Sie sich den Wunsch vom eigenen Haus mit Garten,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,229.090 €
Rottmersleben (Rottmersleben),100 m²,3 Zi.,556 m² Grundstück,100 % Wohlfühlgarantie auf 2 Etagen! Ihre Stadtvilla in Rottmersleben.,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,235.250 €
Hakeborn (Hakeborn),100 m²,3 Zi.,600 m² Grundstück,Barrierefrei und zukunftssicher bauen in Hakeborn,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,221.750 €
Magdeburg (Reform),85 m²,3 Zi.,882 m² Grundstück,Platzsparendes und sicheres Eigenheim - Haus bauen und für die Familie in die Zukunft investieren,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,174.050 €
Gröningen (Gröningen),85 m²,3 Zi.,2260 m² Grundstück,Ihr neues Haus in Gröningen - clever in die Zukunft gedacht zu mietähnlichen Konditionen wohnen,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,174.050 €
Biederitz (Heyrothsberge),100 m²,3 Zi.,907 m² Grundstück,Ihr Haus ist zukunftssicher gebaut und flexibel für alle Lebenslagen,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,221.750 €
Biederitz (Heyrothsberge),92 m²,3 Zi.,907 m² Grundstück,Ihr eigenes Haus? Zukunfts - und energiesicher neu bauen in Heyrothsberge,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,210.650 €
Magdeburg (Neu Olvenstedt),86 m²,3 Zi.,400 m² Grundstück,Am Puls der Stadt in dieser clever geplanten Doppelhaushälfte glücklich werden,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,179.350 €
Hohe Börde (Klein Rottmersleben),150 m²,6 Zi.,1250 m² Grundstück,Flexibel und zukunftssicher Wohnen im eigenen Haus,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,288.550 €
Hohe Börde (Klein Rottmersleben),99 m²,4 Zi.,556 m² Grundstück,In Ihrem komfortabelen Haus mit Geborgenheitsgefühl in eine sichere Zukunft,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,221.750 €
Colbitz (Colbitz),108 m²,4 Zi.,590 m² Grundstück,Hausbau in ruhiger Lage - herrliche Landschaft vor der eigenen Haustür,Meyhöfer Immobilien GmbH - Town &amp; Country Haus,229.090 €
Galenbeck (Galenbeck),132.16 m²,5 Zi.,1900.15 m² Grundstück,Ihr neues Zuhause: DHH mit großem Garten am Galenbecker See,McMakler GmbH,139.000 €
Viereck (Viereck),108 m²,4 Zi.,1492 m² Grundstück,HORN IMMO ++ Viereck bei Pasewalk liebevoll modernisiertes Haus mit wunderschönem Garten am Waldrand,HORN IMMOBILIEN GmbH,175.000 €
Crivitz (Crivitz),111 m²,6 Zi.,358 m² Grundstück,Stadthaus inkl. Garagen und Nebengelass im Zentrum von Crivitz,VORFAHR IMMOBILIEN,298.000 €
"Muldenhammerstr. 16, Eibenstock (Eibenstock)",219 m²,7 Zi.,900 m² Grundstück,+++Wohnen in idyllischer Naturkulisse - Traumhaftes Einfamilienhaus in Eibenstock+++,Realis Chemnitz Immobilien GmbH,265.000 €
Oberharz am Brocken (Benneckenstein),138 m²,,153 m² Grundstück,Beplant - Entkernt - Berechnet! Wohn- oder Ferienhaus in Benneckenstein!,Immobilien Impuls,25.000 €
Oranienburg (Schmachtenhagen),142 m²,6 Zi.,580 m² Grundstück,Hochwertige Neubau-Stadtvilla vor den Toren Berlins,Finest Properties International - Berlin Pankow,699.000 €
Harbke,160 m²,8 Zi.,3371 m² Grundstück,Großes EFH mit Gestaltungs- und Ausbaupotenzial auf weitläufigem Grundstück,McMakler GmbH,120.000 €
Landsberg (Hohenthurm),90 m²,3 Zi.,621 m² Grundstück,Bezahlbares neues Haus vor den Toren der Stadt für 1.690.-€/Monat *,TOWN &amp; COUNTRY-HAUS fs.bau GmbH&amp;CoKG,327.675 €
Fredersdorf-Vogelsdorf (Fredersdorf-Süd),225 m²,8 Zi.,700 m² Grundstück,Traumhaft schönes Anwesen,MPW Immobilien Michael Werner GmbH,700.000 €
Fredersdorf-Vogelsdorf (Fredersdorf-Süd),225 m²,8 Zi.,1368 m² Grundstück,Traumhaft schönes Anwesen mit vielen Möglichkeiten,MPW Immobilien Michael Werner GmbH,990.000 €
Godern (Godern),56 m²,3 Zi.,513 m² Grundstück,Wochenendhaus oder ruhiger Hauptwohnsitz - genießen Sie die idyllische Waldrandlage in Neu Godern,McMakler GmbH,130.000 €
Wusterwitz,138 m²,5 Zi.,1081 m² Grundstück,"Feld, Wald, Wasser, Eigenheim - Einfamilienhaus mit viel Potential",VON POLL IMMOBILIEN Brandenburg - Cornelia Roloff,220.000 €
Lalendorf / Wattmannshagen (Wattmannshagen),130 m²,6 Zi.,1529 m² Grundstück,Kleinod in ruhiger Lage zwischen Teterow und Güstrow!,"SCHUMACHER-IMMOBILIEN, Inh. Tony Schumacher",190.000 €
"Wiesenring 5, Salzatal-Lieskau (Lieskau)",131 m²,5 Zi.,222 m² Grundstück,Nahe Halle-Dölau: Schönes Reihenhaus mit 5 Zimmer,"Koch Immobilien, Inh. Dipl.-Ing. Jens-Uwe Koch",265.000 €
Königs Wusterhausen / Zernsdorf (Zernsdorf),154 m²,3.5 Zi.,1393 m² Grundstück,bezugsfreies großes Einfamilienhaus mit Büro-Souterrain und Ausbaureserven in Königs Wusterhausen,Agas Immobilien GmbH,738.000 €
Dresden (Lockwitz),135 m²,4 Zi.,500 m² Grundstück,Architektenhaus in Dresden-Lockwitz,Ostsächsische Sparkasse Dresden,450.000 €
Panketal (Zepernick),100 m²,5 Zi.,576 m² Grundstück,IMMOBERLIN.DE - Solides Einfamilienhaus mit herrlichem Garten in wohnlicher Lage,IMMOBERLIN Inhaber Carsten D. Topel,420.000 €
Blankenfelde- Mahlow (Mahlow),129 m²,4 Zi.,810 m² Grundstück,Charmantes Einfamilienhaus in Blankenfelde-Mahlow,PlanetHome Group GmbH,448.500 €
Am Mellensee (Klausdorf),135 m²,4 Zi.,457 m² Grundstück,IMMOBERLIN.DE - Neues Einfamilienhaus in Wohlfühllage beim Mellensee ,IMMOBERLIN Inhaber Carsten D. Topel,399.000 €
Rüdersdorf bei Berlin (Hennickendorf),287 m²,6 Zi.,1145 m² Grundstück,Unikat unweit des Stienitzsees,MPW Immobilien Michael Werner GmbH,950.000 €
Werneuchen (Werneuchen),160 m²,5 Zi.,1393 m² Grundstück,IMMOBERLIN.DE - Brillant ausgebautes Haus mit Gartenparadies in harmonischer Lage,IMMOBERLIN Inhaber Carsten D. Topel,499.000 €
Teltow (Teltow),263 m²,7 Zi.,1063 m² Grundstück,IMMOBERLIN.DE - Toplage Teltow: Exquisites Einfamilienhaus mit Gartenparadies,IMMOBERLIN Inhaber Carsten D. Topel,1.490.000 €
Schorfheide (Finowfurt),110 m²,4 Zi.,530 m² Grundstück,DEUTSCHMANN IMMOBILIEN ***** ivd - Einfamilienhaus mit Option auf 5 Zimmer in Finowfurt!,Deutschmann Immobilien,"363.333,33 €"
Broderstorf (Broderstorf),210 m²,6 Zi.,582 m² Grundstück,"Hervorragende Gelegenheit in Broderstorf / nahe Rostock - Haus für eine Großfamilie, oder einen Handwerksbetrieb zu vekaufen",Paul Spiller Immobilien &amp; Hausverwaltung e.K.,599.000 €
Velten,85 m²,4 Zi.,999 m² Grundstück,Familienglück mit grünem Garten,ImmoSky Deutschland GmbH,350.000 €
Mixdorf,168 m²,6 Zi.,525 m² Grundstück,"GROSSZÜGIGE IMMOBILIE = TERRASSE, GARTEN, TIEFGARAGE",Selbständiger Handelsvertreter Jens-Uwe Scheliga i. H. Sparkasse Oder-Spree i. V. von LBS IMMOBILIEN,270.000 €
Loitsche (Loitsche),64 m²,3 Zi.,440 m² Grundstück,Gestalten Sie Ihren Rückzugsort in ruhiger Lage,Sorglosmakler GmbH,35.000 €
Klipphausen (Gruben),160 m²,8 Zi.,690 m² Grundstück,Einfamilienhaus oder doch lieber 2 Wohnungen?,FALC Immobilien Dresden,425.000 €
Zossen (Dabendorf),124 m²,5 Zi.,417 m² Grundstück,Tolle Lage ! Einfamilienhaus mit  Grundstück in Zossen!,LebensTraum PROJEKT GmbH - Town &amp; Country-Haus,390.000 €
Köthen (Anhalt) (Köthen),110 m²,4 Zi.,608 m² Grundstück,Doppelhaushälfte in Köthen / Anhalt,Immobilien und Finanz-Consulting GmbH,149.000 €
Glashütte (Johnsbach),167.65 m²,5 Zi.,1146 m² Grundstück,Für die ganze Familie: EFH in ruhiger und idyllischer Lage auf großem Grundstück mit Nutzungsvertrag,McMakler GmbH,189.000 €
"Büchtingenstraße 8, Wernigerode (Wernigerode)",327.2 m²,14 Zi.,392 m² Grundstück,Denkmalgeschütztes Fachwerkhaus im Zentrum von Wernigerode,Tägtmeyer Immobilien,549.000 €
Rhinow (Rhinow),90 m²,4 Zi.,409 m² Grundstück,Handwerkerobjekt aus Insolvenz,impro Immobilienverwertung GmbH,25.000 €
Galenbeck (Kotelow),254 m²,10 Zi.,1278 m² Grundstück,Einfamilienhaus mit 2 Eingängen und vielfältigem Nutzungspotential,VERUDA Immobilien,298.500 €
Klein Germersleben (Klein Germersleben),118.07 m²,6 Zi.,2418 m² Grundstück,Wohngenuss in Klein Germersleben,Sorglosmakler GmbH,119.000 €
Sülzetal (Osterweddingen),143.31 m²,5 Zi.,683 m² Grundstück,Volltreffer für Kapitalanleger,Sorglosmakler GmbH,199.000 €
Bitterfeld-Wolfen (Greppin),93 m²,6 Zi.,518 m² Grundstück,Gemütliches Einfamilienhaus,Mende`s Haus u. Grundstück-Service Inh. Gerald Meyerhöfer e.K.,80.000 €
Oschersleben (Oschersleben),130 m²,6 Zi.,503 m² Grundstück,"Stilvolle Doppelhaushälfte mit 2 Wohnungen, großem Garten und Garage.",Ella Henke Immobilien GmbH,180.000 €
Zeschdorf (Döbberin),280 m²,9 Zi.,8883 m² Grundstück,"Herrschaftlich Leben auf dem Dorf (Achtung ""NEU"": Verkauf ohne Wonrecht)",Postbank Immobilien GmbH,350.000 €
Döbeln (Döbeln),140 m²,6 Zi.,1440 m² Grundstück,EFH mit Einliegerwohnung Garage und Garten,Kreissparkasse Döbeln in Vertretung der LBS Immobilien GmbH,159.000 €
Kargow (Kargow),109 m²,2.5 Zi.,2883 m² Grundstück,++RESERVIERT++ Wohnen im Müritz-Nationalpark mit historischem Charme !,Raiffeisen Immobilien GmbH Waren,259.000 €
Rehna (Gletzow),156 m²,5 Zi.,9850 m² Grundstück,Gepflegtes Anwesen in Nordwestmeklenburg,ohne-makler.net - Immobilien selbst vermarkten,950.000 €
Ahrensfelde (Ahrensfelde),84 m²,3 Zi.,954 m² Grundstück,Bungalow mit Gartenoase und teilbarem Grundstück an Berliner Stadtgrenze,McMakler GmbH,359.000 €
"Am Eckeratshaus 6, Eckartsberga (Eckartsberga)",108 m²,3 Zi.,648 m² Grundstück,Einfamilienhaus in Eckartsberga zu verkaufen,Euphoria Immobilien GmbH,230.000 €
Könnern (Piesdorf),77.32 m²,4 Zi.,543 m² Grundstück,"Gepflegtes DHH mit Garten, Garage und Terrasse in Piesdorf",McMakler GmbH,95.000 €
Loitz (Loitz),160 m²,6 Zi.,1271 m² Grundstück,Einfamilienhaus im alten Charme und großem Grundstück!!,Dirk Bartz Immobilien,220.000 €
"Ernst-Kamieth-Straße 2, Muldestausee (Friedersdorf)",95 m²,3 Zi.,540 m² Grundstück,Leerstehendes Einfamilienhaus in Friedersdorf zu verkaufen,Bundeseisenbahnvermögen,59.000 €
Penig (Langenleuba-Oberhain),116 m²,5 Zi.,474 m² Grundstück,++ Freistehendes Einfamilienhaus in ländlicher Lage ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,107.000 €
Groß Rodensleben (Groß Rodensleben),203.73 m²,4 Zi.,1240 m² Grundstück,Stilvoll ausgestattetes Eigenheim in Top-Lage,Sorglosmakler GmbH,418.000 €
Jessen (Battin),270 m²,5 Zi.,1329 m² Grundstück,+++ Provisionsfrei - Wohnhaus +++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,10.000 €
Halberstadt (Halberstadt),120 m²,6 Zi.,353 m² Grundstück,Großzügiges Reiheneckhaus mit Garage und schönem Garten in Halberstadt!,PlanetHome Group GmbH,149.000 €
Eisenhüttenstadt (Eisenhüttenstadt),155 m²,5 Zi.,600 m² Grundstück,"Ihre Villa mit purer Schönheit und zum Sparpreis für ""Sie"" inkl. eines Grundstückes !",OKAL Haus GmbH,350.000 €
Eisenhüttenstadt (Eisenhüttenstadt),93 m²,4 Zi.,500 m² Grundstück,"Seien sie ein Geldfuchs. Sparen sie an der richtigen Stelle, mit diesen Haus und Grundstück !",OKAL Haus GmbH,280.000 €
Eisenhüttenstadt (Eisenhüttenstadt),178 m²,5 Zi.,600 m² Grundstück,Vollendete Optik ! Ein Haus voller Schönheit wartet sie ! Das ist ihre Chance mit Grundstück !,OKAL Haus GmbH,370.000 €
Eisenhüttenstadt (Eisenhüttenstadt),161 m²,6 Zi.,600 m² Grundstück,"Sonne, viel Platz, jeden sein Zimmer ! Ihr Haus für ein glückliches Leben mit tollen Grundstück !",OKAL Haus GmbH,350.000 €
Leipzig (Holzhausen),155 m²,5 Zi.,1800 m² Grundstück,Lebensfreude in Holzhausen,OKAL Haus GmbH,656.900 €
Weinböhla,240 m²,9 Zi.,500 m² Grundstück,www.r-o.de +++ Großzügiges Wohnhaus in ruhiger Lage,RICHERT &amp; OERTEL IMMOBILIEN GMBH,575.000 €
Birkenwerder,150 m²,4 Zi.,1685 m² Grundstück,"Werden Sie Vermieter, jetzt Grundstück sichern und später in der Niederheide wohnen!",MY PLACE SERVICE - Immobilien,699.000 €
Schöneiche bei Berlin,80 m²,3 Zi.,541 m² Grundstück,Attraktive kleine Doppelhaushälfte in bester Lage auf schönem Grundstück,Dammasch Immobilien,399.000 €
Fehrbellin (Fehrbellin),118 m²,5 Zi.,877 m² Grundstück,LEHNITZSEE-IMMOBILIEN: EFH mit Vollkeller und Teich,"Lehnitzsee-Immobilien, Carsten Schwarz und Melanie Kleeßen GbR",309.000 €
Gnoien (Gnoien),108 m²,4 Zi.,203 m² Grundstück,Stadthaus im Zentrum von Gnoien!,OstseeSparkasse Rostock,32.000 €
Oberkrämer (Bärenklau),114 m²,5 Zi.,2353 m² Grundstück,Einfamilienhaus auf außergewöhnlich großem Grundstück,dbm-Immobilien,729.000 €
Radebeul,105 m²,5 Zi.,350 m² Grundstück,"Gepflegte Doppelhaushälfte in ruhiger Lage mit guter Infrastruktur in Radebeul, unweit vom Elbepark",McMakler GmbH,400.000 €
Niederau (Ockrilla),85.75 m²,3 Zi.,515 m² Grundstück,Freies EFH mit Klasse-Energiewert und großer Ausbaureserve! Bis Dresden in 30-PKW -Minuten!!,Kienzle IMMOBILIEN,285.000 €
Mücheln (Geiseltal) (Mücheln),180.09 m²,6 Zi.,449.09 m² Grundstück,Renovierungsbedürftiges EFH mit Entfaltungs- und Ausbaupotenzial in angenehmer Ruhelage am Geiseltal,McMakler GmbH,109.000 €
Stralendorf,125 m²,4 Zi.,600 m² Grundstück,Charmantes Einfamilienhaus in ruhiger Anwohnerstraße...,Volker von Wülfing Immobilien GmbH,270.000 €
Belgern-Schildau (Schildau),114 m²,4 Zi.,2350 m² Grundstück,Naturnahes Wohnen am Rande der Dahlener Heide,Garant Immobilien München GmbH,279.000 €
"Breite Straße 56, Oberkrämer",100 m²,3.5 Zi.,246 m² Grundstück,Erstbezug nach Kernsanierung DHH in Oberkrämer,Immobilita e.K.,325.000 €
Brünzow/ Vierow (Vierow),110 m²,5 Zi.,3058 m² Grundstück,Heimat mitten im Ferienparadies,ERA Baustein Wohnen,275.000 €
"Waldstraße 19, Zinnowitz",335 m²,16 Zi.,529 m² Grundstück,Preishit!!! Haus Walter mit 8 Wohneinheiten,Brise Immobilien,950.000 €
Falkensee,150 m²,4 Zi.,1570 m² Grundstück,"2017 gebaut - Doppelhaushälfte mit Carport, Sauna und Kamin in Falkensee",Berliner Volksbank Immobilien GmbH,549.000 €
Ketzin (Ketzin),137 m²,4 Zi.,630 m² Grundstück,Einfamilienhaus mit Doppelcarport in angenehmer Umgebung,AZ Agentur für Zwangsversteigerungsinformationen GmbH,545.000 €
Anklam (Anklam),128 m²,4 Zi.,628 m² Grundstück,++ Freistehendes Einfamilienhaus mit Doppelcarport ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,228.000 €
Parchim (Parchim),104 m²,4 Zi.,818 m² Grundstück,Doppelhaus an der Elde,Sparkasse Mecklenburg - Schwerin Immobilienservice in Vertretung der LBS Immobilien GmbH,150.000 €
Groß Kreutz/ Schenkenberg (Schenkenberg),100 m²,5 Zi.,7998 m² Grundstück,Energiesparendes Einfamilienhaus mit großem Grundstück zur Pferdehaltung,VON POLL IMMOBILIEN Brandenburg - Cornelia Roloff,699.000 €
Staakow (Staakow),88 m²,3 Zi.,3092 m² Grundstück,Familientraum für Handwerker in Staakow: Haus mit enormem Ausbaupotential auf großem Grundstück,PlanetHome Group GmbH,229.000 €
Falkensee,173 m²,7 Zi.,753 m² Grundstück,One- or two-family house on beautiful corner plot,DAHLER Potsdam | Berlin-Wannsee | Kleinmachnow,847.500 €
Möllenhagen (Kraase),174 m²,4 Zi.,1922 m² Grundstück,Doppelhaushälfte mit großem Grundstück und Nebengelass wartet auf Ihre Ideen!,DH Immobilien GmbH,79.900 €
Falkensee,134 m²,5 Zi.,188 m² Grundstück,Gefragtes Reihenmittelhaus mit Garage auf sonnigem Süd-/West-Grundstück,Schacher Immobilien,445.000 €
Strausberg (Vorstadt),125 m²,6 Zi.,710 m² Grundstück,Charmantes Einfamilienhaus auf großzügigem Grundstück in Strausberg!,1% Immobilien,350.000 €
Waltersdorf (Saalendorf),132.8 m²,5 Zi.,2660 m² Grundstück,Uriges Umgebindehaus mit reichlich Nebengelass und Grundstück,Dr. Thomas Immobilien GmbH,auf Anfrage
Hoppegarten (Waldesruh),137 m²,5 Zi.,745 m² Grundstück,IMMOBERLIN.DE - Großzügiges Ein-/Zweifamilienhaus mit Südwestgarten in gehobener Lage,IMMOBERLIN Inhaber Carsten D. Topel,939.000 €
Lindholz (Breesen),106.91 m²,4 Zi.,1608 m² Grundstück,Idyll für Tatkräftige - DHH mit großem Garten im schönen Lindholz,McMakler GmbH,130.000 €
Königs Wusterhausen / Zernsdorf (Zernsdorf),110 m²,4 Zi.,840 m² Grundstück,"Moderne, neuwertige Stadtvilla in begehrter Lage von Zernsdorf",VON POLL IMMOBILIEN Königs Wusterhausen - Maltz Immobilien GmbH,649.000 €
Seelitz (Gröblitz),134 m²,6 Zi.,2253 m² Grundstück,Sanierungsbedürftiges 2 Familienhaus in schöner grüner Lage,Volksbank Mittweida Immobilien GmbH,80.000 €
Hoppegarten / Hönow (Hönow),88 m²,3 Zi.,481 m² Grundstück,Schöner Bungalow im Speckgürtel von Berlin,1% Immobilien,299.000 €
Lauchhammer (Lauchhammer),1 m²,1 Zi.,685 m² Grundstück,Freistehendes Wohnhaus mit Garage ++ provisionsfrei ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,117.000 €
Vetschau /Spreewald (Göritz),247.3 m²,10 Zi.,1137 m² Grundstück,Einfamilienhaus mit großes Garten,"IDB Immobilien, Dienstleistungen und Besitzgesellschaft",395.000 €
Kletzke (Kletzke),71 m²,3 Zi.,1554 m² Grundstück,Gemütliches Einfamilienhaus sucht neuen Eigentümer!,Dr. Lehner Immobilien,99.000 €
Dallgow-Döberitz (Dallgow),119 m²,5 Zi.,389 m² Grundstück,Ruhe+ Idylle in m. beliebtester Dorflage! Gern Kinder! Kurzer Fußweg z. Bhf. +  25 Min.  Berlin-Hbf.,TELA Immobilienservice GmbH,553.000 €
Forst (Forst-Stadt),490 m²,60 Zi.,1776 m² Grundstück,FORST: Wunderschöne Altbau-Villa mit ca. 500 m² Wohnfläche / 990 m² Nutzfläche SOFORT zu VERKAUFEN,PROGENEA GmbH &amp; Co. Liegenschaften KG,380.000 €
Forst (Forst-Stadt),490 m²,60 Zi.,1776 m² Grundstück,FORST: Wunderschöne Altbau-Villa mit ca. 500 m² Wohnfläche / 990 m² Nutzfläche SOFORT zu VERKAUFEN,PROGENEA GmbH &amp; Co. Liegenschaften KG,380.000 €
Colbitz (Lindhorst),37 m²,2 Zi.,733 m² Grundstück,Waldgrundstück zur ganzjährigen Nutzung mit Bungalow in Lindhorst,OK-Immobilien - Thomas Holze,65.000 €
Greifswald (Eldena),155 m²,6 Zi.,420 m² Grundstück,"Wald- und wassernah in Eldena - EFH mit Keller, Garage und Carport",FEHLHABER Immobilien,435.000 €
Meisdorf (Meisdorf),30 m²,1 Zi.,709 m² Grundstück,"Die perfekte Wohlfühloase, Exklusives Anwesen, direkt am Golfplatz!",LYOND Immobilien Sachsen-Anhalt West,105.000 €
Haldensleben (Haldensleben),123.39 m²,4 Zi.,503 m² Grundstück,Stadtvilla auf dem Land - in Haldensleben,Marcel Ebert Immobilien,235.710 €
Magdeburg (Beyendorf-Sohlen),98.55 m²,4 Zi.,503 m² Grundstück,Wohnen in Magdeburg und doch auf dem Land,Marcel Ebert Immobilien,206.230 €
Lichtenau (Auerswalde),210 m²,7 Zi.,1190 m² Grundstück,Großes Haus nordöstlich von Chemnitz,"Sparkasse Chemnitz, Immobilien, in Vertretung der LBS IMMOBILIEN GMBH",395.000 €
Leimbach (Leimbach),110 m²,4 Zi.,82 m² Grundstück,Sofort bezugsfertig!,Saalesparkasse,69.000 €
Coswig (Klieken),70 m²,4 Zi.,479 m² Grundstück,Doppelhaushälfte am Waldrand,"Roland Heese, Selbständiger Handelsvertreter der Sparkasse Wittenberg für die Immobilienvermittlung",95.000 €
"Voßstraße 4, Penzlin (Penzlin)",144 m²,6 Zi.,280 m² Grundstück,Schönes Fachwerkhaus mit Nebengelass und Garage,McMakler GmbH,155.000 €
Schlieben (Frankenhain),60 m²,2 Zi.,970 m² Grundstück,Ländliches Wohnen in Frankenhain,Sparkasse Elbe-Elster in Vertretung der LBS Immobilien GmbH,44.000 €
Seeblick (Wassersuppe),179 m²,7 Zi.,4354 m² Grundstück,Großes Anwesen in fast Alleinlage in der Nähe zum Hohennauener See,Märkisches Immobilienkontor,259.000 €
"Dorfstraße 1b, Lambrechtshagen (Lambrechtshagen)",129 m²,5 Zi.,793 m² Grundstück,attraktive Doppelhaushälfte in Lambrechtshagen,Rostocker VR-Immobilien GmbH,350.000 €
Schwerin,129 m²,8 Zi.,417 m² Grundstück,Eigenheim im Bungalow-Stil in Seenähe in Schwerin,Debeka Bausparkasse AG,320.000 €
"Am Anger 8, Bad Freienwalde (Oder) (Altranft)",170 m²,5 Zi.,3528 m² Grundstück,Einfamilienhaus in Altranft,Grundmann Immobilien,250.000 €
Fünfseen-Rogeez (Rogeez),139 m²,6 Zi.,588 m² Grundstück,Freistehendes 2-Familienhaus mit Doppelgarage ++ provisionsfrei ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,221.000 €
Kamminke,137 m²,5 Zi.,862 m² Grundstück,++ ohne Provision ++ Freistehendes Einfamilienhaus mit Einliegerwohnung,AZ Agentur für Zwangsversteigerungsinformationen GmbH,345.000 €
Werder (Glindow),92 m²,4 Zi.,150 m² Grundstück,Werder,ohne-makler.net - Immobilien selbst vermarkten,398.000 €
Jesewitz (Jesewitz),143.64 m²,6 Zi.,692 m² Grundstück,Doppelhaushälfte mit viel Potenzial!,VON POLL IMMOBILIEN Leipzig - LCB Immobilien GmbH,153.000 €
Frankenberg (Frankenberg),270 m²,10 Zi.,350 m² Grundstück,Reihenmittelhaus in Frankenberg!,Wohnungsmarkt Erzgebirge,119.000 €
