location,size,rooms,land_area,description,seller,price
Leipzig (Liebertwolkwitz),130 m²,7 Zi.,511 m² Grundstück,"Bezugsfertiges Einfamilienhaus in super Zustand mit Küche mit EBK, Stellplätzen, Garage &amp; Nebengebäude!*OHNE PROVISION*",Return on Investment GmbH,347.500 €
Rheinsberg (Rheinsberg),95 m²,4 Zi.,499 m² Grundstück,Schönes und gepflegtes Einfamilienhaus mit 4 Zimmern in Rheinsberg,Privater Anbieter,490.000 €
Lübstorf (Lübstorf),121.54 m²,5 Zi.,5596 m² Grundstück,Immobilie mit Sanierungsbedarf nebst Baugrundstück nahe dem Schweriner See,FBR Maklerkontor,199.000 €
Süderholz/Rakow (Rakow),180 m²,6 Zi.,1255 m² Grundstück,Geräumiges Einfamilienhaus mit vielseitigen Möglichkeiten - ein Traum für Hobbyisten und Handwerker!,urban nature Immobilien,215.000 €
"Spankorbstr. 17, Lauter-Bernsbach (Lauter)",120 m²,5 Zi.,190 m² Grundstück,Provisionsfreies RMH mit 5 Zimmern,Privater Anbieter,auf Anfrage
Oranienburg (Schmachtenhagen),100 m²,3 Zi.,1300 m² Grundstück,Einfamilienhaus ,Gewerblicher Anbieter,430.000 €
Bad Saarow (Bad Saarow-Pieskow),96 m²,3 Zi.,350 m² Grundstück,IMMOBERLIN.DE - Neu gebaute Doppelhaushälfte mit Südwestgarten in Bad Saarow nahe Scharmützelsee ,IMMOBERLIN Inhaber Carsten D. Topel,485.000 €
Dessau-Roßlau (Alten),144 m²,4 Zi.,782 m² Grundstück,Doppelhaushälfte mit  Potential und schönem Garten,DKB Grund GmbH Halle,189.000 €
Ketzin/Havel (Ketzin),100 m²,4 Zi.,541 m² Grundstück,IMMOBERLIN.DE - Attraktiver modernisierter Bungalow beim Havelstrand Ketzin,IMMOBERLIN Inhaber Carsten D. Topel,340.000 €
Thale (Friedrichsbrunn),80 m²,4 Zi.,600 m² Grundstück,Ein Wohlfühlhaus im Zentrum von Friedrichsbrunn,netterMakler GmbH,185.000 €
Oranienburg (Oranienburg),125 m²,4 Zi.,886 m² Grundstück,Einfamilienhaus in Havelnähe,Gewerblicher Anbieter,497.000 €
Schkopau (Ermlitz),140 m²,5 Zi.,538 m² Grundstück,+++ Attraktives Einfamilienhaus in guter Lage von Ermlitz +++  ,Göckeritz Immobilien,450.000 €
Oranienburg (Sachsenhausen),135 m²,4 Zi.,1037 m² Grundstück,"Einfamilienhaus mit 4 Zimmer, Doppelcarport und massiver Garage mit Sommerküche - Oranienburg",HBI - Bergmann Immobilien,420.000 €
Weißenfels (Reichardtswerben),145 m²,5 Zi.,360 m² Grundstück,+++ Schöne Doppelhaushälfte mit Grundstück in Reichardtswerben +++,Göckeritz Immobilien,169.950 €
Groß Kreutz (Havel) (Groß Kreutz),218 m²,7 Zi.,950 m² Grundstück,Hier wartet Ihr Traumhaus auf Sie - in Groß Kreutz (Havel),Gewerblicher Anbieter,590.000 €
Meerane (Meerane),148 m²,5 Zi.,130 m² Grundstück,Junge Familien im eigenen Haus,Gewerblicher Anbieter,65.000 €
Jürgenstorf (Jürgenstorf),121 m²,5 Zi.,846 m² Grundstück,Liebenswerter Familientraum mit sonnigen Aussichten,DKB Grund GmbH Neubrandenburg,170.000 €
Kemnitz (Kemnitz),,2 Zi.,2127 m² Grundstück,Attraktives Gewerbeobjekt nahe Greifswald,EuV Ostsee GmbH,449.000 €
"Lilienweg 18, Doberschau-Gaußig (Doberschau)",132 m²,5 Zi.,547 m² Grundstück,Einfamilienhaus in Doberschau,Gewerblicher Anbieter,330.000 €
"Pannewitz 15 c, Neschwitz (Pannewitz)",134 m²,4 Zi.,1241 m² Grundstück,Einfamilienhaus mit großen Garten und einem wunderschönen Fernblick,Gewerblicher Anbieter,198.000 €
"Goldbacher Weg 11, Bischofswerda (Bischofswerda)",142 m²,,1449 m² Grundstück,Einfamilienhaus in traumhafter Lage mit großem Grundstück in Bischofswerda!,Gewerblicher Anbieter,220.000 €
Preetz (Schmedshagen),150 m²,6.5 Zi.,569 m² Grundstück,Junge Familien aufgepasst - attraktives Einfamilienhaus,Wohnen in Vorpommern GmbH,385.000 €
"Berliner Straße 47, Strausberg (Strausberg)",320 m²,,570 m² Grundstück,"Remise als Traumhaus/ Hälfte/ Invest.- Objekt  in Strausberg. !!!! Ohne Maklerprovision !!!  Direkt vom Eigentümer!!!  Mieten von 12.500,-p.a.",Privater Anbieter,250.000 €
"Trift 26, Seddiner See (Kähnsdorf)",132 m²,4 Zi.,385 m² Grundstück,Provisionsfrei - Leben Sie Ihren persönlichen Traum - Ihre Doppelhaushälfte in Seddiner See wartet auf den Innenausbau nach Ihren Vorstellungen,Privater Anbieter,419.000 €
Michendorf (Langerwisch),216 m²,7 Zi.,623 m² Grundstück,Bezugsfertig: Großes Haus mit Garten nahe Potsdam,Daniel Krüger Immobilien Consulting,775.000 €
Zurow (Nakenstorf),70 m²,3 Zi.,200 m² Grundstück, Bungalow am See...,Gewerblicher Anbieter,159.000 €
Zossen (Dabendorf),145 m²,6 Zi.,1258 m² Grundstück,IMMOBERLIN.DE - Charmantes Einfamilienhaus &amp; Nebengelass auf großzügigem Grundstück in wunderbarer Lage,IMMOBERLIN Inhaber Carsten D. Topel,448.000 €
Rubenow (Groß Ernsthof),148.18 m²,6 Zi.,1231 m² Grundstück,Riesige Werkstatt: Wohnhaus mit Ausbaureserve zwischen Greifswald und Usedom,FEHLHABER Immobilien,198.000 €
"Rosa-Luxemburger-Str. 12, Muldestausee (Plodda)",103.4 m²,5 Zi.,750 m² Grundstück,Eine Doppelhaushälfte zum Verlieben | Doppelgarage | in ruhiger Siedlungslage,Anhalt-Immobilien,170.000 €
"Siedlersteig 25, Ahrensfelde (Löhme)",106.29 m²,4 Zi.,274 m² Grundstück,Doppelhaushälfte mit 4 Zimmern und eigenem Garten,Bonava Deutschland GmbH,479.900 €
Neustadt in Sachsen (Polenz),235 m²,6 Zi.,1360 m² Grundstück,Rohdiamant zum Selbstgestalten: Ehemaliger Gasthof bietet Potenziale in idyllischer Lage,McMakler GmbH,49.000 €
Dersekow (Dersekow),122 m²,5 Zi.,412 m² Grundstück,Aktionspreis!!! DHH mit Wärmepumpe in Dersekow,Bauteam GmbH,343.520 €
Königs Wusterhausen (Senzig),130 m²,4 Zi.,1100 m² Grundstück,Traumhaus in Seenähe mit 130 m² Wohnfläche im Speckgürtel Berlins / S-Bahn,Privater Anbieter,725.000 €
Königs Wusterhausen (Deutsch Wusterhausen),135 m²,4 Zi.,161 m² Grundstück,Gemütliches Reihenmittelhaus in bester Lage,Privater Anbieter,450.000 €
"Lindenstraße 17, Lohsa (Lippen)",150 m²,4.5 Zi.,2093 m² Grundstück,Provisionsfrei - Einfamilienhaus mit Terrasse und Garten in Lohsa,Gewerblicher Anbieter,550.000 €
Hennigsdorf,130 m²,4 Zi.,670 m² Grundstück,IMMOBERLIN.DE - Perfekt erweitertes Einfamilienhaus in naturverbundener seenaher Lage  ,IMMOBERLIN Inhaber Carsten D. Topel,649.000 €
Groß Nemerow / Tollenseheim (Burg Stargard),31 m²,2 Zi.,434 m² Grundstück,Reizendes Sommerhaus für Großstädter,DKB Grund GmbH Neubrandenburg,89.000 €
"Kiefernhain 13, Fünfseen (Lenz-Süd)",75 m²,3 Zi.,384 m² Grundstück,Rendite oder Eigennutz (DHH) in Lenz am Plauer See,Privater Anbieter,215.000 €
Lauta (Lauta),110 m²,4 Zi.,912 m² Grundstück,Gemütliche Doppelhaushälfte in der Lausitzer Seenplatte,DKB Grund GmbH Cottbus,219.500 €
Sundhagen (Oberhinrichshagen),200 m²,5 Zi.,1344 m² Grundstück,Ruhig gelegenes Eigenheim - einziehen und wohlfühlen!,Gewerblicher Anbieter,250.000 €
"Wendhofer Str. 6, Göhren-Lebbin (Göhren-Lebbin)",128 m²,4 Zi.,419 m² Grundstück,"* Provisionsfrei vom Eigentümer ! Einziehen+wohlfühlen o.als Kapitalanlage nutzen! Quattrohaushälfte in Göhren-Lebbin mit Garten,Telefon: 0173-6107446",Privater Anbieter,490.000 €
Grimma (Grimma),375 m²,14 Zi.,1113 m² Grundstück,"Zweifamilienhaus mit Terrasse, Garten und Potential",Gewerblicher Anbieter,450.000 €
Kreischa (Babisnau),141.4 m²,5 Zi.,158 m² Grundstück,*Rarität am Stadtrand von Dresden/Kreischa im Ortsteil Babisnau*,Johannes &amp; Partner - Immobilienmakler,295.000 €
Hecklingen (Schneidlingen),78.41 m²,,287 m² Grundstück,Charmantes Einfamilienhaus mit Ausbaupotential,Sorglosmakler GmbH,60.000 €
Benz (Benz),162 m²,6 Zi.,541 m² Grundstück,"+++Schönes Saniertes EFH + Nebengebäude mit Erdwärme, PV-Anlage in 17429 Benz von Privat zu verkaufen+++",Privater Anbieter,795.000 €
Klietz (Klietz),82 m²,2 Zi.,708 m² Grundstück,Einfamilienhaus mit Garage in ruhiger und seenaher Wohnlage,AZ Agentur für Zwangsversteigerungsinformationen GmbH,125.000 €
Luckenwalde (Luckenwalde),101 m²,3 Zi.,1633 m² Grundstück,Bungalow + provisionsfrei +,AZ Agentur für Zwangsversteigerungsinformationen GmbH,171.000 €
Melz (Friedrichshof),170 m²,4 Zi.,1204 m² Grundstück,Ehem. Bauernhaus mit Hausgarten ++ provisionsfrei ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,139.500 €
"Senftenberger Strasse 2a, Senftenberg (Großkoschen)",310 m²,8 Zi.,1207 m² Grundstück,Einfamilienhaus in traumhafter Lage zum Senftenberger See,Privater Anbieter,525.000 €
Bernburg (Bernburg),140 m²,6 Zi.,2809 m² Grundstück,"EFH in Bernburg mit grossem Grundstück und viel Potential, Stadtrandlage mit hohem Erholungswert",Privater Anbieter,235.000 €
Loitz (Düvier),280 m²,9 Zi.,3500 m² Grundstück,Bauernhaus auch als Mehrgenerationenhaus in Alleinlage und Platz für Ideen,Privater Anbieter,380.000 €
Neustrelitz (Neustrelitz),135 m²,6 Zi.,600 m² Grundstück,"Verkaufe Provisionsfrei, den neuen Heizvorschriften entsprechendes Haus, in Neustrelitz",Privater Anbieter,399.000 €
Elsterberg (Elsterberg),95 m²,4 Zi.,210 m² Grundstück,Eigentum statt Miete! Preiswertes Einfamilienhaus in Elsterberg!,Gewerblicher Anbieter,99.000 €
Kloster Lehnin (Damsdorf),150 m²,4 Zi.,3041 m² Grundstück,Nachhaltiges Energiesparhaus vor den Toren Berlins,Gewerblicher Anbieter,982.000 €
Chemnitz (Wittgensdorf),118 m²,6.5 Zi.,620 m² Grundstück,"In ruhiger Wohnlage 6,5-Zimmer-DHH mit schönem Grundstück in Chemnitz-Wittgensdorf",Privater Anbieter,254.000 €
Domsühl (Domsühl),216 m²,7.5 Zi.,2500 m² Grundstück,Großzügiges Wohnhaus in SW Mecklenburg,Privater Anbieter,375.000 €
Rietz-Neuendorf (Sauen),110 m²,4 Zi.,4245 m² Grundstück,IMMOBERLIN.DE - Charmantes Landhaus mit Nebengebäuden auf großem Grundstück in Traumlage ,IMMOBERLIN Inhaber Carsten D. Topel,209.000 €
Premnitz (Döberitz),150 m²,4 Zi.,2000 m² Grundstück,"IMMOBERLIN.DE - Entzückendes Fachwerkhaus mit Südterrasse, Sauna &amp; weitläufigem Garten inmitten einzigartiger Natur",IMMOBERLIN Inhaber Carsten D. Topel,398.000 €
Kloster Lehnin (Lehnin),240 m²,8 Zi.,296 m² Grundstück,IMMOBERLIN.DE - Neues Zweifamilienhaus in sehr guter Lage im Ortszentrum,IMMOBERLIN Inhaber Carsten D. Topel,725.000 €
Brieselang (Brieselang),134 m²,5 Zi.,1181 m² Grundstück,IMMOBERLIN.DE - Individuell gebautes Einfamilienhaus mit Südwestterrasse und großer Gartenidylle in sehr wohnlicher Lage,IMMOBERLIN Inhaber Carsten D. Topel,600.500 €
Grünheide (Mark) (Hangelsberg),83 m²,3 Zi.,888 m² Grundstück,"Naturnah in top-saniertem Haus; energiesparende, teil-autarke Wärme- u. Wasserversorgung (erweiterbar)",Gewerblicher Anbieter,425.000 €
Dresden (Naußlitz),113.95 m²,5 Zi.,400 m² Grundstück,Sie suchen ein Haus mit Pool - schauen Sie rein!,DKB Grund GmbH Dresden,330.000 €
Lendershagen (Lendershagen),216 m²,5 Zi.,16140 m² Grundstück,Möbliertes Liebhaberstück in Alleinlage,EuV Ostsee GmbH,860.000 €
Kleinmachnow,185 m²,7 Zi.,590 m² Grundstück,IMMOBERLIN.DE - Attraktives Ein-/Zweifamilienhaus mit Südwestgarten in idyllischer Lage,IMMOBERLIN Inhaber Carsten D. Topel,1.350.000 €
Puschwitz (Neu-Puschwitz),73.71 m²,3 Zi.,1500 m² Grundstück,Gestaltbares Haus mit großem Garten,McMakler GmbH,79.000 €
Großweitzschen (Mockritz),136 m²,4 Zi.,861 m² Grundstück,Freistehendes Einfamilienhaus ++ provisionsfrei ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,34.000 €
Zarrendorf,160 m²,6 Zi.,1269 m² Grundstück,provisionsfrei!!! Einfamilienhaus mit Einliegerwohnung in Zarrendorf,MV-Immocenter UG.&amp; Co.KG,279.000 €
Großpostwitz (Großpostwitz),110 m²,4 Zi.,7048 m² Grundstück,++ Freistehendes Einfamilienhaus mit Gartenpool und Garage ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,328.000 €
Kleinmachnow,140 m²,5 Zi.,589 m² Grundstück,Doppelhaushälfte mit Flair und Charme,Gewerblicher Anbieter,850.000 €
Birkenwerder,180 m²,6 Zi.,718 m² Grundstück,Einfamilienhaus in idyllischer Lage mit Luxusausstattung,Gewerblicher Anbieter,790.000 €
"Falkensteiner Str. 54A, Plauen (Reusa)",194 m²,6.5 Zi.,2160 m² Grundstück,Hochwertige selbstversorgende Stadtvilla - Provisionsfrei - ,Privater Anbieter,888.000 €
Blankenfelde-Mahlow (Dahlewitz),155 m²,5 Zi.,1099 m² Grundstück,"Provisionsfreies &amp; Niedrigenergie ( Solaranlage / Heizung, Photovoltaikanlage / Strom inkl.Einsp.) EFH auf großem,gärtnerisch angelegten Grundstück ",Privater Anbieter,839.000 €
Bad Saarow (Bad Saarow-Pieskow),250 m²,6.5 Zi.,1030 m² Grundstück,PROVISIONSFREIES TRAUMHAUS IN TOP LAGE,Privater Anbieter,auf Anfrage
Loissin (Gahlkow),205 m²,7.5 Zi.,1037 m² Grundstück,Architektenhaus an der Ostsee neuwertig * Energieeffzkl. B * Nebengebäude &amp; Ferienbungalow,Privater Anbieter,795.000 €
Oberkrämer (Marwitz),137 m²,4 Zi.,860 m² Grundstück,"Einfamilienhaus mit Swimmingpool, Gartenhaus und Doppelcarport",EMA IMMOBILIEN GmbH,649.000 €
Satow / Hanstorf (Hanstorf),144.6 m²,4 Zi.,340 m² Grundstück,Mit wenig Aufwand zum geräumigen Eigenheim,DKB Grund GmbH Rostock,320.000 €
Dürrröhrsdorf-Dittersbach (Wilschdorf),272 m²,10 Zi.,4009 m² Grundstück,Bauernhof - Umbau auf autarkes Leben möglich,Ostsächsische Sparkasse Dresden,375.000 €
Friedland / Leißnitz (Birkholz),135 m²,6 Zi.,979 m² Grundstück,Grüner Ruhepol: Eigenheim mit Gemütlichkeitsbonus,DKB Grund GmbH Frankfurt/Oder,169.000 €
"Barbarossaweg 42, Oberharz am Brocken (Hasselfelde)",85 m²,3.5 Zi.,380 m² Grundstück,Renditeobjekt Neubau modernes Ferienhaus in bester Lage in Hasselfelde im Harz,Privater Anbieter,auf Anfrage
Diera-Zehren (Zadel),105 m²,5 Zi.,241 m² Grundstück,Idyllisch gelegene Doppelhaushälfte im Elbweindorf Zadel,Hofmann &amp; Partner GmbH,99.000 €
Merseburg (Merseburg),100 m²,4 Zi.,1390 m² Grundstück,+++ Schönes Einfamilienhaus mit großen Grundstück in TOP- Lage +++,Göckeritz Immobilien,289.000 €
Middelhagen (Thiessow),180 m²,4.5 Zi.,550 m² Grundstück,Ferienhaus NEUBAU - 300 Meter zum Ostseestrand - Ihr Traumhaus auf der Insel Rügen ,Gewerblicher Anbieter,1.400.000 €
Borkheide,80 m²,4 Zi.,1450 m² Grundstück,IMMOBERLIN.DE - Gemütliches Haus auf großzügigem Grundstück in beliebter Naturlage,IMMOBERLIN Inhaber Carsten D. Topel,285.000 €
Dresden (Oberwartha),35 m²,1.5 Zi.,500 m² Grundstück,"Sommergrundstück mit Finnhütte und Sauna auf Erbpachtgrundstück, nah am Stausee - Oberwartha",Beate Protze Immoblien GmbH,90.000 €
Ziesar (Ziesar),160 m²,6 Zi.,267 m² Grundstück,"Am Nordhang Flämings - wohnen, arbeiten und wohlfühlen ",Gewerblicher Anbieter,160.000 €
Großpösna (Güldengossa),181 m²,7 Zi.,552 m² Grundstück,Großzügige Wohnidylle mit gewerblicher Nutzungsmöglichkeit am Störmthaler See bei Leipzig,Gewerblicher Anbieter,550.000 €
Zossen (Lindenbrück),80 m²,2 Zi.,700 m² Grundstück,IMMOBERLIN.DE - Sehr gepflegtes Wochenendhaus auf idyllischem Grundstück mit direktem Seezugang &amp; Privatsteg am Wolziger See,IMMOBERLIN Inhaber Carsten D. Topel,345.000 €
Gröbzig (Gröbzig),153 m²,4 Zi.,468 m² Grundstück,Gemütliches Familiendomizil - Stadthaus mit Garten,DKB Grund GmbH Halle,80.600 €
Zwickau (Niederplanitz),100 m²,3 Zi.,496 m² Grundstück,Ihr ZUHAUSE im GLÜCK,Sparkasse Zwickau,275.000 €
Abtshagen (Abtshagen),362 m²,5 Zi.,1810 m² Grundstück,Freistehendes Wohnhaus ++ ohne Provision ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,58.500 €
Dranske (Dranske),115 m²,3 Zi.,1179 m² Grundstück,Direkt am Meer! Sofort einziehen oder Ferienvermietung. Einfamilienhaus (Bungalow) mit Bauland auf Rügen,Gewerblicher Anbieter,879.000 €
Gerbstedt (Zabenstedt),150 m²,7 Zi.,436 m² Grundstück,Einfamilienhaus mit Einliegerwohnung - in Gerbstedt,Privater Anbieter,85.000 €
Lübben (Spreewald) (Lübben),124 m²,5 Zi.,445 m² Grundstück,Charaktervoller Altbau sucht neue Familie,DKB Grund GmbH Cottbus,191.000 €
"Freibergerstrasse 51, Klingenberg (Ruppendorf)",240 m²,6 Zi.,450 m² Grundstück,Einfamilienhaus im ländlichen Ruppendorf zu verkaufen,Privater Anbieter,95.000 €
Rangsdorf (Rangsdorf),97 m²,4 Zi.,170 m² Grundstück,"Schönes Reihenmittelhaus mit hochwertiger Einbauküche, Garten &amp; Doppelcarport in Rangsdorf, Top Lage, provisionsfrei!",Privater Anbieter,395.000 €
Heidesee / Dannenreich (Dannenreich),150.19 m²,4 Zi.,1514 m² Grundstück,Einzigartige Alleinlage vor den Toren der Hauptstadt,DKB Grund GmbH Cottbus,485.000 €
Altlandsberg (Altlandsberg),150 m²,5 Zi.,1219 m² Grundstück,IMMOBERLIN.DE- Feines Einfamilienhaus in Niedrigenergiebauweise auf großem Grundstück,IMMOBERLIN Inhaber Carsten D. Topel,699.000 €
Oranienburg (Oranienburg),132 m²,4 Zi.,611 m² Grundstück,Stilvolle Villa mit Traumgarten (provisionsfrei),Privater Anbieter,820.000 €
Mönchhagen (Mönchhagen),153.25 m²,5 Zi.,591 m² Grundstück,"Großzügiges Einfamilienhaus, Erstbezug , PROVISIONSFREI,",ohne-makler.net - Immobilien selbst vermarkten,439.000 €
Dabendorf (Dabendorf),120 m²,4 Zi.,1096 m² Grundstück,Bungalow Dabendorf zu verkaufen,ohne-makler.net - Immobilien selbst vermarkten,540.000 €
Nuthetal (Bergholz-Rehbrücke),147.04 m²,6 Zi.,158.21 m² Grundstück,"Exklusiver Neubau in geschlossener Wohnanlage                       ""Provisionsfrei"" Luft/Wasser Wärmepumpe und PV-Anlage",pure Immobilien für Berlin und Brandenburg GmbH,690.000 €
Panschwitz-Kuckau (Panschwitz-Kuckau),150 m²,6 Zi.,1140 m² Grundstück,Bezugsfertiges Einfamilienhaus zw. Bautzen und Kamenz,HORNIG Auktionen,99.000 €
Weinböhla,185 m²,4 Zi.,660 m² Grundstück,Modernes &amp; geräumiges Einfamilienhaus in beliebter &amp; grüner Wohnlage von Weinböhla.,KORREKT IMMOBILIEN GmbH &amp; Co. KG,525.000 €
Borna (Borna),100 m²,3 Zi.,692 m² Grundstück,freistehendes Einfamilienhaus in Borna++sofort frei,Immobilien Walther Leipzig,195.000 €
Kirchberg (Kirchberg),90 m²,3 Zi.,110 m² Grundstück,Leistbare Freiheit,Sparkasse Zwickau,75.000 €
"Kurt Schumacher Straße 19, Blankenfelde-Mahlow (Blankenfelde)",200 m²,8 Zi.,803 m² Grundstück,"Maklerangebote unerwünscht, Angebot für private Käufer provisionsfrei! Charmant saniertes Haus in Blankenfelde-Mahlow. ",Privater Anbieter,699.000 €
Malschwitz (Niedergurig),580 m²,9 Zi.,4500 m² Grundstück,Direkt vom Eigentümer-großer Bungalow + 2 Einliegerwohnungen + Innenpool + Doppelgarage + 4.500 m² Grundstück an der Talsperre Bautzen!,HGS Franke,599.000 €
Radebeul,85 m²,4 Zi.,540 m² Grundstück,Doppelhaushälfte im Zentrum von Radebeul mit 540 m² Grundstück,Hofmann &amp; Partner GmbH,320.000 €
Müncheberg (Müncheberg),194 m²,7 Zi.,1180 m² Grundstück,Geräumiges Wohnhaus für Ihr Familienglück,DKB Grund GmbH Frankfurt/Oder,450.000 €
Bernau bei Berlin (Bernau),152 m²,11 Zi.,146 m² Grundstück,Historisches Wohnhaus - direkt an der Stadtmauer der schönen  Bernauer Innenstadt,Rauprecht Immobilien GmbH,389.000 €
Neustadt in Sachsen (Neustadt),120.81 m²,5 Zi.,193 m² Grundstück,Der Blick aus Ihrem neuen Heim!,ImmoLounge GmbH,69.000 €
Ziepel (Ziepel),96.88 m²,4 Zi.,360 m² Grundstück,Einmal hin - Alles drin,Sorglosmakler GmbH,176.235 €
Oßling (Scheckthal),96 m²,4 Zi.,5910 m² Grundstück,Kleines Haus auf großem Grund,Ostsächsische Sparkasse Dresden,75.000 €
Treuenbrietzen (Treuenbrietzen),153 m²,6 Zi.,797 m² Grundstück,IMMOBERLIN.DE - Charmantes Haus am See mit Wintergarten in Naturlage,IMMOBERLIN Inhaber Carsten D. Topel,595.000 €
Falkensee,376 m²,7 Zi.,786 m² Grundstück,"IMMOBERLIN.DE - Traumhaus mit Südterrasse, Garten, Sauna und Loggia in vorzüglicher Lage nahe Falkenhagener See",IMMOBERLIN Inhaber Carsten D. Topel,1.190.000 €
Heideblick (Walddrehna),195 m²,7 Zi.,1098 m² Grundstück,Ansehen - Verlieben - Renovieren - Einziehen,Sparkasse Elbe-Elster in Vertretung der LBS Immobilien GmbH,268.000 €
Markneukirchen (Erlbach),213 m²,9 Zi.,1599 m² Grundstück,Ruhige Lage Einfamilienhaus mit Garagen und großem Garten in 08258 Markneukirchen OT Erlbach,Privater Anbieter,249.000 €
Fürstenwalde/Spree (Fürstenwalde),80 m²,3 Zi.,600 m² Grundstück,"Kleines Lieblingshaus mit Licht, Luft und Sonne, Garten, Garage, Schuppen ....",Gewerblicher Anbieter,229.000 €
Eilenburg (Pressen),155 m²,6 Zi.,1302 m² Grundstück,Ihr neues Zuhause im Grünen mit viel Potential,Mund Immobilien GmbH,280.000 €
Niepars (Niepars),125 m²,5 Zi.,664 m² Grundstück,RESERVIERT! - Geflegtes Einfamilienhaus in Niepars ,Gewerblicher Anbieter,370.000 €
Ribnitz-Damgarten (Klockenhagen),136 m²,5 Zi.,596 m² Grundstück,Bezugsfertiges Einfamilienhaus am Tor zum Fischland/Darss,Wohnen in Vorpommern GmbH,499.000 €
"Alte Ziegelei 4, Bernburg (Bernburg)",300 m²,8 Zi.,850 m² Grundstück,Einzigartiges Entwicklungsobjekt in Saalenähe,Privater Anbieter,96.300 €
"Berliner Chaussee 4, Wittenberg (Lutherstadt Wittenberg)",280 m²,7 Zi.,980 m² Grundstück,Provisionsfrei: Gehobenes Ein - oder Mehrfamilienhaus mit Garten zentral in Wittenberg zu verkaufen!,Privater Anbieter,700.000 €
Meißen (Meißen),104 m²,4 Zi.,860 m² Grundstück,Doppelhaushälfte mit Pool in ruhiger Lage von Meißen,Hofmann &amp; Partner GmbH,299.000 €
Zeuthen (Zeuthen),164 m²,5 Zi.,749 m² Grundstück,Wunderschönes Architekturhaus in grüner und ruhiger Lage!,Gewerblicher Anbieter,780.000 €
Groß Kreutz (Havel) (Schenkenberg),138 m²,6 Zi.,917 m² Grundstück,IMMOBERLIN.DE - Attraktive Doppelhaushälfte mit großem Südgarten &amp; Nebengelass ,IMMOBERLIN Inhaber Carsten D. Topel,289.000 €
