location,size,rooms,land_area,description,seller,price
Rosswein (Roßwein),130 m²,6 Zi.,270 m² Grundstück,Kleines Anwesen sucht neuen Hausherren,CENTURY 21 MBM IMMOBILIEN Sven Mager,24.900 €
Geithain (Ossa),191.4 m²,6 Zi.,1538 m² Grundstück,"Attraktives Einfamilienhaus mit Einliegerwohnung,  Pool, traumhafter Terrasse und Kamin",Homeday GmbH,390.000 €
Coswig,191 m²,12 Zi.,680 m² Grundstück,Hochwertiges Wohnhaus in sehr guter Wohnlage von Coswig!,Kienzle IMMOBILIEN,550.000 €
Bremen (Ellenerbrok-Schevemoor),102.8 m²,5.5 Zi.,196 m² Grundstück,Bremen-Ellenerbrok-Schevemoor: Sehr gepflegtes Reihenmittelhaus in familienfreundlicher Lage,Sparkasse Immobilien Bremen GmbH,269.000 €
Burkhardtsdorf (Kemtau),112.31 m²,4 Zi.,667 m² Grundstück,Einfamilienhaus in idyllischer Lage!,Volksbank Mittweida Immobilien GmbH,134.000 €
Chemnitz (Altchemnitz),128 m²,,500 m² Grundstück,Lieblingshaus Stein-oder Fertigbauweise in Chemnitz - Altchemnitz - Wohnpark,BAUKONTOR KIRSTEN &amp; PARTNER,424.000 €
Lossatal (Frauwalde),170 m²,7 Zi.,170 m² Grundstück,"Doppelhaushälfte mit Terrasse, EBK und 2 Stellplätzen in ruhiger, ländlicher Lage zum Kauf*PROVISIONSFREI*",Return on Investment GmbH,212.500 €
Friemar,321 m²,13 Zi.,630 m² Grundstück,Mehrgenerationenwohnen oder Renditechance - Anwesen mit zwei Einfamilienhäusern und Nebengelass nahe Erfurt,Engel &amp; Völkers Westthüringen,349.000 €
Brandenburg an der Havel (Neustadt),100 m²,4 Zi.,682 m² Grundstück,Schöner Wohnen nahe Breitlingsee,Torsten Lubinsky Immobilien,319.000 €
Berlin (Mariendorf),83 m²,3 Zi.,237 m² Grundstück,Wohnen in Mariendorf - Doppelhaushälfte in Top Lage !,VON POLL IMMOBILIEN Berlin - Tempelhof - Lorenz Berlin Immobilien GmbH,449.000 €
Berlin (Französisch Buchholz),107 m²,6 Zi.,276 m² Grundstück,"Modernes Einfamilienhaus mit viel Platz in ruhiger, zentraler Wohnlage - geteilt nach WEG",locals Real Estate GmbH,649.000 €
Schkeuditz (Glesien),179 m²,6 Zi.,2054 m² Grundstück,Großzügiges Einfamilienhaus mit idyllischem Grundstück - Einliegerwohnung möglich,locals Real Estate GmbH,450.000 €
Unterwellenborn / Könitz (Könitz),123 m²,6 Zi.,1134 m² Grundstück,Einfamilienhaus im Grünen,RD-Immokonzept GmbH,114.900 €
Dahlen (Kleinböhla),160 m²,4 Zi.,1200 m² Grundstück,Die etwas außergewöhnliche Immobilie,LBS Ost AG Immobilienpartner der Sparkasse Muldental in Vertretung von LBS IMMOBILIEN GMBH,350.000 €
Reichenbach,160 m²,6 Zi.,196 m² Grundstück,Einfamilienhaus mit Garage in Reichenbach,Maklerbüro Gerd Habersang Immobilien,210.000 €
Deutschneudorf (Deutschneudorf),80 m²,3 Zi.,780 m² Grundstück,Nichts als Natur und Ruhe-tolles Ferienhaus am Waldrand,Wohnungsmarkt Erzgebirge,150.000 €
Hamburg (Langenhorn),88.81 m²,4.5 Zi.,412 m² Grundstück,Interessanter Grundriss auf versetzten Wohnebenen in Hamburg-Langenhorn!,Werner Hausmann &amp; Sohn Grundstücksgesellschaft mbH,599.670 €
Bremen / Walle (Walle),67 m²,3 Zi.,99 m² Grundstück,PURNHAGEN-IMMOBILIEN -  Vermietetes Reihenmittelhaus in zentraler Lage von Bremen-Walle,Purnhagen-Immobilien,195.000 €
Kreba-Neudorf (Neudorf),100 m²,4 Zi.,1271 m² Grundstück,Wunderbares Wohnhaus mit Nebengebäuden und Carport,Sparkasse Oberlausitz-Niederschlesien,169.000 €
Nossen (Nossen),2820 m²,118 Zi.,10800 m² Grundstück,"Ehemals königlicher Gebäudekomplex - für Hotel, MFH-Anlage, Gewerberäume oder Privatklinik",Vermittlung historischer Immobilien OHG,1.200.000 €
Ottendorf-Okrilla (Hermsdorf),145.86 m²,5 Zi.,521 m² Grundstück,Meine kleine Stadtvilla - Mehr dazu unter 0172/2618341,Allkauf Haus GmbH,235.999 €
Pirna (Pirna),181.79 m²,5 Zi.,449 m² Grundstück,Großes Haus - kleine Betriebskosten! Mehr dazu unter 0172/2618341,Allkauf Haus GmbH,242.999 €
Pirna (Pirna),145.86 m²,5 Zi.,521 m² Grundstück,Meine kleine Stadtvilla - Mehr dazu unter 0172/2618341,Allkauf Haus GmbH,235.999 €
Obercunnersdorf (Obercunnersdorf),160 m²,7 Zi.,450 m² Grundstück,Anmutiges Umgebindehaus sofort bezugsfertig,Postbank Immobilien GmbH,98.000 €
Weinböhla,88.34 m²,3 Zi.,612 m² Grundstück,Perfekt für Zwei- toller Bungalow in Weinböhla! Info 0351-88875078,Allkauf Haus GmbH,201.919 €
Ilmenau (Unterpörlitz),82 m²,5 Zi.,194 m² Grundstück,Charakteristisches Einfamilienhaus mit Garten in ruhiger Lage,Homeday GmbH,79.900 €
Dresden (Altfranken),139.4 m²,4 Zi.,684 m² Grundstück,Schönes Zuhause im Grünen- 0173-3150432,Allkauf Haus GmbH,209.909 €
Dresden (Podemus),245.2 m²,5 Zi.,945 m² Grundstück,Exklusives Wohnen im Dresdner Umland- Info 0351-88875078,Allkauf Haus GmbH,359.849 €
Dresden (Weixdorf),166.69 m²,4 Zi.,830 m² Grundstück,Ihr Traumhaus zum komfortablen Preis- Info 0351-88875078,Allkauf Haus GmbH,268.779 €
Bremen / Neustadt (Hohentor),239 m²,10 Zi.,167 m² Grundstück,Individuelles Wohnen in der beliebten Neustadt,Dahler &amp; Company Bremen    c/o HK Real Estate GmbH &amp; Co. KG,595.000 €
Bremen (Westend),382.76 m²,10 Zi.,279.93 m² Grundstück,"Traumhaus Bunker mit Dachterrasse und Einliegerwohnung - schöner Wohnen ""Deluxe""",Immobilien &amp; Finanzierungen Keusch,1.375.000 €
Hamburg (Wohldorf-Ohlstedt),294 m²,9 Zi.,2090 m² Grundstück,Großzügiges Einfamilienhaus unter Bodenrichtwert in Waldrandlage.,Evernest GmbH,1.490.000 €
Delitzsch / Brodau (Brodau),125 m²,4 Zi.,1921 m² Grundstück,IDYLLISCH WOHNEN // Einfamilienhaus mit Traumgrundstück &amp; Garage // Ihr neues Zuhause,Koengeter &amp; Krekow Immobilien GmbH,349.000 €
"Keltergasse 6 +8, Greußen",150 m²,4 Zi.,330 m² Grundstück,"Greußen, EFH",Werbeagentur Mötzing e.K.,279.000 €
Hamburg / Lemsahl-Mellingstedt (Lemsahl-Mellingstedt),164.89 m²,5 Zi.,350.06 m² Grundstück,Mit der neuen KfW-Förderung den Traum der eigenen vier Wände erfüllen!,Hansen &amp; Hansen Immobilien Kontor,1.249.000 €
Hamburg (Schnelsen),145.6 m²,4.5 Zi.,501 m² Grundstück,Klassisches Hamburger Rotklinker-Einfamilienhaus in ruhiger und familienfreundlicher Wohngegend,HIR Hamburg International Realty GmbH,795.000 €
Kitzscher (Kitzscher),143 m²,6 Zi.,830 m² Grundstück,Hier kann man seine Träume verwirklichen *Einfamilienhaus mit Keller und Doppelgarage in Kitzscher*,Immobilienberatung Behrendt,499.000 €
Ebersbach-Neugersdorf (Ebersbach),120 m²,7 Zi.,1213 m² Grundstück,Die etwas andere Immobilie,CENTURY 21 MBM IMMOBILIEN Sven Mager,58.900 €
Bremen (Ostertor),200 m²,9 Zi.,110 m² Grundstück,Historisches Wohn- und Geschäftshaus in zentraler Innenstadtlage,"Edzard, Franke GmbH &amp; Co.",465.000 €
Berlin (Biesdorf),185 m²,7 Zi.,896 m² Grundstück,Einfamilien-Doppelhaushälfte mit Garage in familienfreundlicher Lage,AZ Agentur für Zwangsversteigerungsinformationen GmbH,982.000 €
Jesewitz (Gotha),359 m²,8 Zi.,2300 m² Grundstück,Ihr neues ZUHAUSE für die Familie im Grünen mit Wasserblick,Willuhn Immobilien e.K. Inh. Sabine Willuhn,975.000 €
Wiedemar (Zschernitz),295 m²,9 Zi.,772 m² Grundstück,Zwei Häuser in grüner Lage - Mehrgenerationswohnen möglich,Willuhn Immobilien e.K. Inh. Sabine Willuhn,399.000 €
Berlin (Kaulsdorf),125 m²,4 Zi.,516 m² Grundstück,Einfamilien-Doppelhaushälfte mit Garage - provisionsfrei,AZ Agentur für Zwangsversteigerungsinformationen GmbH,554.000 €
Kirchberg (Kirchberg),220 m²,6 Zi.,504 m² Grundstück,WER HAT RICHTIG LUST MICH ZU SANIEREN UND NEU ZU GESTALTEN?,Gewerblicher Anbieter,75.000 €
Bremen (Ohlenhof),100 m²,5 Zi.,123.5 m² Grundstück,Geräumiges Reihenmittelhaus für die ganze Familie in Bremen-Gröpelingen,Schäfer Immobilien,225.000 €
Steinbach-Hallenberg,180 m²,6 Zi.,249 m² Grundstück,Der Familientraum zum sofort einziehen!,Postbank Immobilien GmbH,159.000 €
Suhl (Mäbendorf),108 m²,5 Zi.,265 m² Grundstück,Einfamilienhaus,DAS IMMOBILIENHAUS Fuhrmann,119.000 €
Bremen (Habenhausen),112 m²,4 Zi.,159 m² Grundstück,Charmantes Reihenmittelhaus mit schönem Garten und Carport,"Edzard, Franke GmbH &amp; Co.",395.000 €
Bremen (Schönebeck),125 m²,5 Zi.,545 m² Grundstück,Interessantes Einfamilienhaus mit Garage in Bremen Schönebeck,"Edzard, Franke GmbH &amp; Co.",295.000 €
Berlin (Spandau),94 m²,4.5 Zi.,150 m² Grundstück,Schönes Reihenmittelhaus in begehrter Waldsiedlung,BSK Immobilien GmbH,519.000 €
Bremen (Oberneuland),198 m²,6 Zi.,1772 m² Grundstück,Freistehendes Einfamilienhaus in sehr guter Lage!,"Edzard, Franke GmbH &amp; Co.",1.150.000 €
Berlin (Buckow),90 m²,4 Zi.,292 m² Grundstück,Gemütliches Wohnen nahe Britzer Garten in grün angelegten und familienfreundlichen Wohnumfeld,VON POLL IMMOBILIEN Berlin-Neukölln - Kusche Immobilien GmbH,449.000 €
Freiberg (Freiberg),109 m²,5 Zi.,219 m² Grundstück,Gepflegte Doppelhaushälfte für die ganze Familie in ruhiger Siedlungslage von Freiberg,C.S.Immobilien,279.000 €
"Rainweg 22a, Berlin (Schmöckwitz)",136 m²,6 Zi.,632 m² Grundstück,Traumhaus mit herrlichem Wintergarten und Außenpool ...PROVISIONSFREI!,ohne-makler.net - Immobilien selbst vermarkten,599.000 €
Hamburg-Marienthal (Marienthal),265 m²,9 Zi.,2224 m² Grundstück,Solide Backsteinvilla in Marienthal auf großen Grundstück (2224m2),ohne-makler.net - Immobilien selbst vermarkten,1.579.000 €
Grimma OT Kössern (Cannewitz),85 m²,3 Zi.,295 m² Grundstück,teilsaniertes Einfamilienhaus bei Grimma zu verkaufen,Mund Immobilien GmbH,69.000 €
Battgendorf (Battgendorf),1 m²,1 Zi.,912 m² Grundstück,++ Wohnhaus - provisionsfrei ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,59.000 €
Bremen / Grohn (Grohn),118 m²,5 Zi.,508 m² Grundstück,Familienglück - Doppelhaushälfte mit großem Garten,Waldberg Immobilien GmbH,330.000 €
Limbach-Oberfrohna (Limbach-Oberfrohna),162 m²,6 Zi.,500 m² Grundstück,Tolles Stadthaus in Limbach-Oberfrohna auf ca. 500 m² Grundstück,BAUKONTOR KIRSTEN &amp; PARTNER,397.544 €
Hamburg (Niendorf),150 m²,5 Zi.,350 m² Grundstück,"Architekten Bauhaus-Villa in absoluter Bestlage für höchste Ansprüche, 5 Zimmer, in Niendorf",ohne-makler.net - Immobilien selbst vermarkten,1.225.000 €
Dresden (Klotzsche),158.39 m²,2 Zi.,950 m² Grundstück,Großzügig und alles in der Nähe - Mehr dazu unter 0172/2618341,Allkauf Haus GmbH,342.999 €
Starkenberg/OT Kleinröda (Kleinröda),110 m²,5 Zi.,700 m² Grundstück,Zeitloses Fachwerkhaus mit Garten und Terrasse in grüner und  idyllischer Lage,Homeday GmbH,80.000 €
Bremen (Arbergen),122 m²,5 Zi.,500 m² Grundstück,"Top modernisiertes Einfamilienhaus mit 5 Zimmern, einem Vollkeller + Garage im beliebten Bremen!",Postbank Immobilien GmbH,449.900 €
Bremen / Lesum (Lesum),133 m²,4 Zi.,196 m² Grundstück,"Attraktives, modernisiertes Reihenhaus in Bremen Lesum - ruhige Wohnlage Ausbaufähig !!",Gallery-Immobilien,249.000 €
Bremen (Gete),147 m²,5 Zi.,422 m² Grundstück,Bremer Endhaus mit ca. 430 qm Sonnengarten und  Garagen in hübscher Wohnstraße im Geteviertel,BONUM GmbH,599.000 €
Hamburg (Jenfeld),95 m²,4 Zi.,831 m² Grundstück,Mit kleinem Aufwand nur -Barrierefreies Wohnen- mit Photovoltaik  in TOP LAGE!!!,TeamPower Immobilien GmbH,379.000 €
"Lindenstr. 50, Burgstädt (Burgstädt)",95 m²,5 Zi.,450 m² Grundstück,"PREISAKTION IM APRIL: facettenreiche Doppelhaushälfte in Burgstädt mit Whirpool, Außenkamin uvm.",Realis Chemnitz Immobilien GmbH,250.000 €
"Querstr. 6, Altmittweida",182 m²,7 Zi.,920 m² Grundstück,Liebevoll gepflegtes Einfamilienhaus in Altmittweida+FBH+barrierearmes Tageslichtbad+,Realis Chemnitz Immobilien GmbH,232.000 €
Sonnenstein (Bockelnhagen) (Bockelnhagen),164 m²,5 Zi.,280 m² Grundstück,PROVISIONSFREI Liebhaberhaus zum Schnäppchenpreis,Inseriert auf 123provisionsfrei.de,64.999 €
Hamburg (Lokstedt),94 m²,3.5 Zi.,229 m² Grundstück,Sonnenverwöhntes Reihenhaus in Lokstedt,Engel &amp; Völkers Immobilien GmbH­,670.000 €
Weinböhla,105 m²,5 Zi.,757 m² Grundstück,"Familienfreundliches, top gepflegtes REH auf großem Grundstück (BGS) in Weinböhla zu verkaufen!",Beck &amp; Holz Immobilien GmbH,599.000 €
Rötha (Rötha),159 m²,8 Zi.,660 m² Grundstück,WOHN-Träumen freien Lauf lassen!,LBS Ost AG Immobilienpartner der Sparkasse Leipzig in Vertretung von LBS IMMOBILIEN,220.000 €
Erfurt (Brühlervorstadt),105.74 m²,4 Zi.,175 m² Grundstück,FRISCH PREISREDUZIERT! Tolles EFH in der Erfurter Brühlervorstadt,PlanetHome Group GmbH,327.500 €
Hamburg (Rahlstedt),140 m²,5 Zi.,915 m² Grundstück,Neubau - Friesenhaus mit großem Grundstück,Bauunternehmen Dirk Kage GmbH,1.032.600 €
Hamburg (Rahlstedt),107 m²,4 Zi.,457 m² Grundstück,Neubau Doppelhaushälfte - Ihr Eigenheim in familienfreundlicher Lage,Bauunternehmen Dirk Kage GmbH,610.700 €
Greiz (Greiz),120 m²,,150 m² Grundstück,1-2 Familienhaus in Pohlitz,Wohlfarth &amp; Pulter,92.000 €
"Richard-Ermisch-Str. 23, Berlin (Prenzlauer Berg)",176.06 m²,7 Zi.,186 m² Grundstück,"Modern, vacant terraced house with 7 rooms and garden",Berlinmaegleren GmbH,1.249.000 €
Seebach (Seebach),117 m²,5 Zi.,516 m² Grundstück,Einfamilien-Doppelhaushälfte in ruhiger Lage - provisionsfrei,AZ Agentur für Zwangsversteigerungsinformationen GmbH,91.000 €
Berlin (Zehlendorf),103.49 m²,5 Zi.,300 m² Grundstück,CA. 160m² WOHN-/NUTZFLÄCHE - STILVOLL &amp; MODERN AUSGESTATTET - AUSGEBAUTES DACH- &amp; KELLERGESCHOSS,Gruttmann Immobilien GmbH,799.000 €
Bremen (Borgfeld),207.76 m²,6 Zi.,677.63 m² Grundstück,Bremen - Borgfeld | Attraktives Einfamilienhaus mit vielen Vorzügen in familienfreundlicher Lage,Wellmann Immobilien GmbH &amp; Co. KG,629.000 €
Brand-Erbisdorf (Brand-Erbisdorf),136 m²,4 Zi.,600 m² Grundstück,IHRE SICHERHEIT BEIM HAUSBAU: 18 MONATE FESTPREISGARANTIE FÜR EUER NEUES ZUHAUSE IM GRÜNEN!,Living Haus,329.899 €
Pausa-Mühltroff (Langenbach),201.63 m²,4 Zi.,1159 m² Grundstück,"ZWANGSVERSTEIGERUNGSOBJEKT - Für Handwerker, Liebhaber und Kreative - Hausbau durch Ausbau!!!",Vierheilig &amp; Partner GmbH,39.000 €
"Richard-Ermisch-Str. 23, Berlin (Prenzlauer Berg)",176.06 m²,7 Zi.,186 m² Grundstück,"Modernes, bezugsfreies Reihenhaus mit Blick auf den Blankensteinpark",Berlinmaegleren GmbH,1.249.000 €
Nobitz,109 m²,3 Zi.,584 m² Grundstück,"Einfamilienhaus in ruhiger, grüner Lage!",PlanetHome Group GmbH,94.900 €
Hamburg (Hamburg-Altstadt),223.45 m²,8 Zi.,703 m² Grundstück,Eine besondere Immobilie inmitten einer tollen Lage in Tonndorf,Justus Grosse Real Estate GmbH,597.000 €
Hamburg (Billstedt),115 m²,4 Zi.,474 m² Grundstück,Ruhig gelegenes Traumdomizil in exellenter Lage,Golden Home Real Ltd &amp; Co KG,790.000 €
Rückersdorf (Rückersdorf),372.31 m²,11 Zi.,4095 m² Grundstück,PROVISIONSFREI* - 6 Kilometer von Ronneburg entfernt - schickes Zweifamilienhaus!,Vierheilig &amp; Partner GmbH,299.500 €
Cursdorf,175 m²,7 Zi.,463 m² Grundstück,Einfamilienhaus mit Einliegerwohnung in ruhiger Wohnlage,AZ Agentur für Zwangsversteigerungsinformationen GmbH,190.525 €
Schleiz (Schleiz),180 m²,8 Zi.,373 m² Grundstück,Modernisiertes Reihenmittelhaus in Schleizer Toplage!,Kreissparkasse Saale-Orla Immobilienabteilung,239.000 €
Berlin (Lichtenrade),161 m²,6 Zi.,500 m² Grundstück,"Familienidyll mit Pool, Sauna, Wintergarten - Süd-Westausrichtung",VON POLL IMMOBILIEN Berlin - Tempelhof - Lorenz Berlin Immobilien GmbH,879.000 €
Berlin (Mahlsdorf),87 m²,4 Zi.,679 m² Grundstück,"Handwerkerobjekt in Mahlsdorf-Nord: EFH, Bj.ca.1935, auf 679 m²  Grdst. mit 4 Zi., Kü., Bad",immozippel Inh. Karsten Zippel   Dipl.-Vw.,349.000 €
Küllstedt,181 m²,5 Zi.,1089 m² Grundstück,Die perfekte Wohlfühloase - Modernes Einfamilienhaus von Schwabenhaus,Dominik Schmiedel Exklusive Handelsvertretung der Schwabenhaus GmbH &amp; co. KG,486.531 €
Glauchau (Reinholdshain),120 m²,5 Zi.,600 m² Grundstück,Ihr charmantes Einfamilienhaus in Glauchau,Homfeldt Real Estate,195.000 €
Königsbrück (Königsbrück),140 m²,4 Zi.,751 m² Grundstück,Einziehen und wohlfühlen! Schnell zu Fuß zur Bahn und entspannt nach Dresden fahren,KH Massivhaus Dresden GmbH,487.815 €
Kottmar (Walddorf),121 m²,4 Zi.,684 m² Grundstück,Ausbauhaus mit einem Plus an Individualität - auf knapp 700m² Grundstück!,KH Massivhaus Dresden GmbH,278.900 €
Stolpen (Lauterbach),102 m²,4 Zi.,508 m² Grundstück,Der individuelle Klassiker! - Wohnen in den Ländereien der Burg Stolpen,KH Massivhaus Dresden GmbH,384.020 €
Brandenburg an der Havel (Plaue),120.21 m²,3 Zi.,838 m² Grundstück,Attraktives Reihenmittelhaus mit Terrassengarten in toller Lage,Homeday GmbH,289.000 €
Ottendorf-Okrilla (Ottendorf-Okrilla),200 m²,8 Zi.,1800 m² Grundstück,Schönes Zweifamilienhaus mit Potenzial zum Generationshaus oder für die große Familie,BEYER Immobilien Dresden,510.000 €
Hamburg (Bergedorf),102.51 m²,5 Zi.,475 m² Grundstück,"Ehrlich, fair &amp; transparent - Bauen mit Schwabenhaus",Schwabenhaus Hamburg-Harburg – Handelsvertretung für die Schwabenhaus GmbH &amp; Co. KG,660.580 €
Berlin / Hermsdorf (Hermsdorf),195 m²,5 Zi.,582 m² Grundstück,Stilvolle Mansardenvilla am Tegeler Fließ,DAHLER Berlin,1.450.000 €
Berlin (Weißensee),114 m²,4 Zi.,45 m² Grundstück,"Weißensee: Berliner Allee: ERSTBEZUG im EIGENEN TOWNHOUSE - 2024: 4-Zi, 3 Etagen, TERRASSE + GARTEN",PROGENEA GmbH &amp; Co. Liegenschaften KG,1.117.200 €
Lichtenau (Auerswalde),190 m²,10 Zi.,996 m² Grundstück,Einfamilienhaus mit Einliegerwohnung,Rene Jehmlich Immobilien,219.000 €
Sebnitz (Sebnitz),116 m²,3 Zi.,381 m² Grundstück,Direkt verfügbar! Doppelhaushälfte mit Ausbaupotenzial im Dachboden!,Leßmann &amp; Wagner Immobilienmakler GmbH,170.000 €
Rothenburg (Uhsmannsdorf),108 m²,5 Zi.,2141 m² Grundstück,freistehendes Einfamilienhaus mit großem Grundstück.,Postbank Immobilien GmbH,120.000 €
Geringswalde (Geringswalde),155 m²,5 Zi.,700 m² Grundstück,Kompakt durchdacht,OKAL Haus GmbH,457.400 €
Hamburg (Rissen),153 m²,5 Zi.,1178 m² Grundstück,Bungalow auf Neubauniveau!,Engel &amp; Völkers Immobilien GmbH­,1.490.000 €
Berlin (Rudow),150 m²,4 Zi.,400 m² Grundstück,"Nur 4.933,- pro QM- ERSTKLASSIGE &amp; EXKLUSIVE 4 ZI.- HAUSHÄLFTE auf 400 qm Sonnengrundstück",AIB Allgemeine Immobilien-Börse GmbH,740.000 €
Bremen (Buntentor),92 m²,5 Zi.,140 m² Grundstück,Charmantes Häuschen mit großem Potential in der Bremer Neustadt,Robert Littmann Immobilien,267.000 €
Kirchberg (Wolfersgrün),110 m²,6 Zi.,621 m² Grundstück,Handwerker gesucht!,Debeka Bausparkasse AG,59.000 €
Altenau (Niederdorla),370 m²,7 Zi.,2400 m² Grundstück,Traumhaftes Architektenhaus mit Einliegerwohnung und einzigartigem Blick in den Harz,ImmoVerde Immobiliengesellschaft mbH,869.000 €
Kyffhäuserland OT Göllingen (Göllingen),441 m²,16 Zi.,1618 m² Grundstück,Gepflegter Vierseitenhof zum Selbstnutz oder Kapitalanlage,Engel &amp; Völkers Westthüringen,240.000 €
Pirna (Pirna),135 m²,6 Zi.,713 m² Grundstück,Neubau-Einfamilienhaus (KfW55) - 6-Zimmer - Sofortbezug,Ostsächsische Sparkasse Dresden,450.000 €
Ellrich / Appenrode (Appenrode),125 m²,5 Zi.,547 m² Grundstück,Neue Familie gesucht für ein kleines Einfamilienhaus in ruhiger Ortslage,VON POLL IMMOBILIEN Nordhausen - Ines Baumbach-Weber,116.000 €
Coswig,120 m²,6 Zi.,647 m² Grundstück,Sehr gute Wohnlage in Coswig! Solide erbautes Einfamilienhaus,Kienzle IMMOBILIEN,325.000 €
Schmalkalden (Schmalkalden),572 m²,,1764 m² Grundstück,Repräsentative Schaltzentrale für Ihre Firma oder Therapiezentrum - vieles ist möglich !!,Simon Immobilien Schmalkalden,900.000 €
Cottbus (Sielow),201 m²,6 Zi.,594 m² Grundstück,Großes Einfamilienhaus mit Einliegerwohnung in Cottbus - Sielow sucht neuen Eigentümer,SDIM IMMOBILIEN® - Regionaldirektion Bundesverband für Immobilienwirtschaft,480.000 €
Weilheim in Oberbayern (Niederdorla),133.28 m²,6.5 Zi.,204 m² Grundstück,Neubau Doppelhaushälfte in bevorzugter Stadtlage in Weilheim (H2),IFK Immobilien GmbH &amp; Co. KG,990.000 €
Dresden (Klotzsche),82 m²,4 Zi.,382 m² Grundstück,Preis VB - Doppelhaushälfte in Dresden-Klotzsche,Immosuch GmbH,429.000 €
Pfaffroda (Pfaffroda-Hallbach),160 m²,6 Zi.,546 m² Grundstück,Modernes Wohnen auf dem Land: Dieses einzigartige Einfamilienhaus wartet auf Sie!,McMakler GmbH,169.000 €
Markleeberg (Markkleeberg),160 m²,4 Zi.,390 m² Grundstück,Sanierungsbedürftiges Einfamilienhaus mit Remise in Markkleeberg Zöbigker,DAHLER Leipzig,560.000 €
Hamburg (Othmarschen),174 m²,6 Zi.,506 m² Grundstück,Großzügige Doppelhaushälfte in Bestlage von Othmarschen,Scholz Grundbesitz GmbH,1.590.000 €
Hamburg (Lemsahl-Mellingstedt),266 m²,8 Zi.,1000 m² Grundstück,Eleganz und Moderne in exklusiver Familien-Villa,Engel &amp; Völkers Alstertal GmbH,1.490.000 €
Mockrehna OT Langenreichenbach (Langenreichenbach),169 m²,5 Zi.,1500 m² Grundstück,Erfüllen Sie sich JETZT den Traum vom Eigenheim - Einfamilienhaus mit großem Grundstück,Barthelmes Immobilien und Projektentwicklungs GmbH,249.000 €
Nordhausen (Nordhausen),140 m²,6 Zi.,444 m² Grundstück,Doppelhaushälfte mit Werkstatt und großer Garage - ideal für den Hand- oder Heimwerker,Sparkasse Nordhausen Immobilienabteilung,297.000 €
Dresden (Leubnitz-Neuostra),139 m²,5.5 Zi.,231 m² Grundstück,Große DHH im sonnigen Süden Dresdens,ohne-makler.net - Immobilien selbst vermarkten,557.500 €
Hamburg (Kirchwerder),157 m²,5 Zi.,904 m² Grundstück,Modernes Niedrigenergiehaus mit Erdwärmepumpe auf einem sonnigen Erbpachtgrundstück in HH-Fünfhausen,Norbert Schneide - Immobilien,498.000 €
Eilenburg (Eilenburg),68 m²,3 Zi.,450 m² Grundstück,Doppelhaushälfte im Herzen von Eilenburg mit grünem Grundstück!,Homeday GmbH,150.000 €
Berlin (Weißensee),114 m²,4 Zi.,45 m² Grundstück,"Weißensee: Berliner Allee: ERSTBEZUG im EIGENEN TOWNHOUSE - 2024: 4-Zi, 3 Etagen, TERRASSE + GARTEN",PROGENEA GmbH &amp; Co. Liegenschaften KG,989.000 €
Hamburg / Schnelsen (Schnelsen),112 m²,5 Zi.,1000 m² Grundstück,"1.000qm Wohn- und Gewerbegrundstück, Einfamilienhaus, Gewerbehalle oder Neubaumöglichkeit",Egge Immobilien GmbH,920.000 €
Radebeul,154 m²,5 Zi.,410 m² Grundstück,Ihr Einfamilienhaus in Radebeul,Mein Markenhaus GmbH,636.900 €
Pirna (Pirna),145.5 m²,3.5 Zi.,1250 m² Grundstück,SchlüsselErlebnis für LANDHAUSLIEBHABER in Pirnaer Randlage!,Guske IMMOBILIEN KG,545.000 €
Machern (Machern),120 m²,4 Zi.,600 m² Grundstück,Hier findet jeder seinen Lieblingsplatz,Bien-Zenker,512.215 €
Hamburg (Poppenbüttel),98 m²,3 Zi.,439 m² Grundstück,(R)eserviert!Schönes Einfamilienhaus in perfekter Wohnlage von Hamburg Poppenbüttel,DM.Immo GmbH,519.000 €
Haßleben,250 m²,8 Zi.,808 m² Grundstück,Viel Platz für eine große Familie oder Mehrgenerationen,Century 21 Karuna Immobilien,420.000 €
Zella-Mehlis,190 m²,7 Zi.,327 m² Grundstück,Ein Renditeobjekt auch zur Eigennutzung!,Rhön-Rennsteig-Sparkasse Immobilienabteilung,115.000 €
Hamburg (Finkenwerder),133 m²,4.5 Zi.,431 m² Grundstück,"gepflegtes 4,5-Zimmer-Endreihenhaus mit Vollkeller und Garage",Makler Puttkammer &amp; Team,449.000 €
Brandenburg an der Havel (Dom),500 m²,15 Zi.,6587 m² Grundstück,Gelegenheit: Wassergrundstück mit eigenem Bootssteg am Beetzsee,IMMOBRA GmbH,1.690.000 €
Bremen (Aumund-Hammersbeck),200 m²,9 Zi.,1966 m² Grundstück,"Attraktives, gepflegtes Doppelhaus zu einem Preis! Ideal für 2 Familien! Mit großem Garten sowie Garage, in naturgebundenen Becketal !",VB Immobilien GmbH,369.000 €
Hamburg (Kirchwerder),169 m²,6 Zi.,583 m² Grundstück,"Lassen Sie sich verzaubern!:  ""Saniertes Rotklinkerhaus mit Einliegerwohnung in Vierlanden""",PIPPING Immobilien GmbH,580.000 €
Hermsdorf,98 m²,3 Zi.,200 m² Grundstück,Einfamilienhaus auf sonnigem Grundstück in Hermsdorf,RE/MAX Immobilienzentrum Jena,88.000 €
