location,size,rooms,land_area,description,seller,price
Haundorf (Obererlbach),135 m²,4 Zi.,622 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 1,HOFU UG,314.900 €
Geslau (Schwabsroth),155 m²,5 Zi.,650 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 2,HOFU UG,378.900 €
Windelsbach (Windelsbach),155 m²,5 Zi.,690 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 3,HOFU UG,354.900 €
Rothenburg ob der Tauber (Rothenburg),172 m²,5 Zi.,630 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 6,HOFU UG,421.900 €
Leutershausen (Leutershausen),238 m²,8 Zi.,900 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 4    (2 Wohnungen unter einem Dach),HOFU UG,568.900 €
Elchingen (Oberelchingen),150 m²,5 Zi.,312 m² Grundstück,Traumhafter Panoramablick bis zu den Alpen!!!,Tentschert Immobilien GmbH &amp; Co. KG,499.500 €
Kaufbeuren (Kaufbeuren),114 m²,5 Zi.,131 m² Grundstück,Reihenhaus mit 5 Zimmern - ideal für Ihre Familie oder Nutzung als Home Office,Immowerk GmbH,449.000 €
Ingolstadt / Haunwöhr (Ingolstadt),291 m²,12 Zi.,555 m² Grundstück,4-Parteienhaus IN-Haunwöhr_Theisinger Immobilien_,Theisinger Immobilien GmbH,1.099.000 €
Dombühl (Dombühl),155 m²,4 Zi.,600 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 2,HOFU UG,369.900 €
Aurach (Haselmühle),172 m²,5 Zi.,620 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 6,HOFU UG,452.900 €
Neusitz (Neusitz),135 m²,4 Zi.,670 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 1,HOFU UG,319.900 €
Fensterbach (Freihöls),400 m²,12 Zi.,1152 m² Grundstück,"Großzügiges Mehrparteienhaus in gepflegter, ruhiger Wohnsiedlung zu verkaufen",Garant Immobilien Franken GmbH,945.000 €
Schweinfurt (Deutschhof),195 m²,9 Zi.,601 m² Grundstück,Erbaut für drei Generationen...,Garant Immobilien Heilbronn GmbH &amp; Co. KG,420.000 €
Weiltingen (Landau),135 m²,5 Zi.,690 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 1,HOFU UG,317.900 €
Nürnberg (Großreuth h d Veste),140 m²,5 Zi.,185 m² Grundstück,Großzügiges RMH mit 2 Bädern  Nürnberg - Marienberg / Haus kaufen,Norbert Schaller Immobilien,599.000 €
Icking (Icking),246 m²,7 Zi.,1927 m² Grundstück,Wintertraum in Icking!,Engel &amp; Völkers Immobilien Deutschland GmbH,3.290.000 €
Bechhofen (Bechhofen),200 m²,5 Zi.,680 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 5,HOFU UG,437.900 €
Augsburg (Haunstetten),232 m²,9 Zi.,443 m² Grundstück,MGF Group: *Provisionsfrei* Zweiparteienhaus mit 340 m² Wohnnutzfläche!,MGF Group GmbH,1.165.000 €
Feuchtwangen (Jungenhof),155 m²,5 Zi.,610 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 2,HOFU UG,409.900 €
Erding (Klettham),128 m²,6 Zi.,489 m² Grundstück,Charmante Doppelhaushälfte in Erding mit viel Platz - ideal für Heimwerker und DIY-Enthusiasten!,Handelsvertreterin für Swisslife Select,750.000 €
Germering (Neugermering),95 m²,,149 m² Grundstück,Schnuckeliges Reihenmittelhaus in beliebter Wohngegend,KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,700.000 €
Olching (Olching),162 m²,5 Zi.,432 m² Grundstück,Freistehendes Einfamilienhaus mit Terrasse,KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,1.300.000 €
Bad Füssing (Aigen),153.4 m²,8 Zi.,849 m² Grundstück,Zweifamilienhaus mit großem Garten,VON POLL IMMOBILIEN Passau - Mathias Zank,350.000 €
Boos (Reichau),120 m²,4 Zi.,400 m² Grundstück,Traumhaft Wohnen auf großem Grundstück,LUXHAUS Vertrieb GmbH &amp; Co. KG,450.000 €
Strullendorf (Strullendorf),199 m²,,602 m² Grundstück,Viel Platz für die Großfamilie - Zweifamilienwohnhaus in ruhiger Lage von Strullendorf zu verkaufen,DICKEL IMMOBILIEN,555.555 €
Friedberg (Hochzoll),178 m²,6 Zi.,398 m² Grundstück,Neuwertiges energieeffizientes  Einfamilienhaus mit Einliegerwohnung und Apartment,Bricks &amp; Mortar Immobilien Augsburg GmbH,999.000 €
Mammendorf (Nannhofen),133 m²,5 Zi.,436 m² Grundstück,*** Platz für die ganze Familie ***,Layer Holding AG,876.300 €
München (Hadern),212 m²,5 Zi.,1214 m² Grundstück,"München Hadern: einzigartiges EFH, ca. 370 m² Wohn-/Nutzfläche. auf ca. 1.214 m² idyllischem Grund",I´M LIVING Immobilien,auf Anfrage
München (Aubing-Lochhausen-Langwied),150 m²,6 Zi.,276 m² Grundstück,Angenehme Doppelhaushälfte mit Carport u. Garten,KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,1.360.000 €
Karlsfeld,204.62 m²,7 Zi.,373 m² Grundstück,"Komfortable und großzügige Doppelhaushälfte mit Photovoltaikanlage, Außenpool uvm. in Karlsfeld",PlanetHome Group GmbH,1.490.000 €
München (Aubing-Lochhausen-Langwied),150 m²,6 Zi.,258 m² Grundstück,Angenehme Doppelhaushälfte mit Carport u. Garten,KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,1.390.000 €
Monheim (Monheim),178.62 m²,5 Zi.,436.5 m² Grundstück,"Geräumige Doppelhaushälfte in Monheim, Bayern",Michael Streil Immobilien,495.000 €
München (Trudering-Riem),137.33 m²,5 Zi.,188 m² Grundstück,AIGNER - Verwirklichen Sie Ihren Traum von einer Doppelhaushälfte in der Stadt!,Aigner Immobilien GmbH,1.290.000 €
Frasdorf (Frasdorf),251 m²,7 Zi.,812 m² Grundstück,Großzügiges Einfamilienhaus mit Garten,KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,1.190.000 €
München (Pasing-Obermenzing),142.38 m²,4.5 Zi.,166 m² Grundstück,Elegantes Stadthaus im Villenstil am Pasinger Stadtpark,eigenwert GmbH,1.415.300 €
Wielenbach (Wielenbach),261 m²,8 Zi.,616 m² Grundstück,Doppelhaus-Villa mit sensationeller Aussicht in Wielenbach bei Weilheim im Alpenvorland,Immobilien Zippold GmbH,1.250.000 €
Hersbruck (Hersbruck),112 m²,5 Zi.,61 m² Grundstück,ein Haus mit Charakter - 3-Parteien-Mehrfamilienhaus,Juraschek Immobilien + Hausverwaltungs GmbH,230.000 €
Ingolstadt / Oberhaunstadt (Oberhaunstadt),144.91 m²,6 Zi.,670 m² Grundstück,Doppelhaushälfte mit großem Grundstück in Oberhaunstadt,Immobilien Zieglmeier,650.000 €
Krumbach (Schwaben) (Krumbach),162 m²,6 Zi.,754 m² Grundstück,Gepflegtes und energieeffizientes Zweifamilienhaus mit großem Grundstück und Garage,Beraterhaus Babenhausen GmbH &amp; Co. KG,499.000 €
Schöllkrippen (Schöllkrippen),155 m²,6 Zi.,380 m² Grundstück,Zweifamilienhaus Schöllkrippen komplett saniert! Einziehen und wohlfühlen,CENTURY 21 Kunkel Immobilien,428.900 €
"Kornweg 8, Bayreuth (Wolfsbach)",143 m²,5 Zi.,558 m² Grundstück,Geräumige Doppelhaushälfte in Bayreuth - Wolfsbach - Preis VB,WINKLER &amp; BRENDEL Immobilien GbR,395.000 €
Rosenheim (Westerndorf St Peter),90 m²,3 Zi.,294 m² Grundstück,kleines aber feines Häuschen,Sparkasse Rosenheim-Bad Aibling in Vertretung der Sparkassen-Immobilien-Vermittlungs  GmbH,570.000 €
München (Neuhausen-Nymphenburg),330 m²,12 Zi.,860 m² Grundstück,Herrliches Grundstück mit Altbestand in Bestlage von München-Nymphenburg am Hirschgarten,PlanetHome Group GmbH,5.000.000 €
Stadlern (Stadlern),202 m²,7 Zi.,641 m² Grundstück,Großzügige Immobilie in ruhiger Lage mit Scheune,JUKA-IMMOBILIEN GmbH,auf Anfrage
Barbing-Illkofen (Illkofen),145 m²,7 Zi.,650 m² Grundstück,Gehobene Doppelhaushälfte in wunderschöner Lage an der Donau,JUKA-IMMOBILIEN GmbH,auf Anfrage
Nordheim a.Main,210 m²,6 Zi.,1440 m² Grundstück,Erstklassiges Wohlfühl-Haus in Nordheim a.Main zu verkaufen!,Köberlein Makler,950.000 €
Schönau (Bachham),150 m²,7 Zi.,5496 m² Grundstück,Idyllisches Bauernhaus in Weilerlage mit großem Baugrundstück,ohne-makler.net - Immobilien selbst vermarkten,498.000 €
Bad Birnbach (Bad Birnbach),413 m²,14 Zi.,3403 m² Grundstück,Gepflegtes Anwesen mit 5 Wohneinheiten und weiterem Ausbaupotential,VON POLL IMMOBILIEN Passau - Mathias Zank,1.690.000 €
Rügland (Rügland),200 m²,5 Zi.,665 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 5,HOFU UG,419.900 €
Oberdachstetten (Möckenau),172 m²,5 Zi.,810 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 6,HOFU UG,429.900 €
Ornbau (Ornbau),155 m²,4 Zi.,650 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 2,HOFU UG,397.900 €
Steinsfeld (Ellwingshofen),135 m²,5 Zi.,720 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 1,HOFU UG,322.900 €
Adelshofen (Haardt),173 m²,5 Zi.,660 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 6,HOFU UG,432.900 €
Schweinfurt (Innenstadt),240 m²,12 Zi.,215 m² Grundstück,"4-Parteien-Haus: Gut vermietet, frisch renoviert",VON POLL IMMOBILIEN Haßfurt/ Schweinfurt - Marion Englert,748.000 €
Coburg (Beiersdorf),215 m²,9 Zi.,932 m² Grundstück,Beiersdorf ** gepflegtes EFH ** gr. Garten ** Einlieger-Wohng.,HÖSCH Immobilien,498.700 €
Dingolfing (Schermau),132 m²,4 Zi.,1251 m² Grundstück,Renovierungsbedürftiges Haus mit zwei Wohneinheiten und viel Grundstück,IAD Immobilien Agentur Deutschland GmbH,299.000 €
Nürnberg / Innenstadtgürtel Süd (Schafhof),840 m²,,260 m² Grundstück,City-Lage: Renditestarkes Mehrfamilien-Eckhaus mit Balkonen,Bricks &amp; Mortar Immobilien Franken GmbH,2.290.000 €
Nürnberg / Innenstadtgürtel Süd (Tafelhof),840 m²,30 Zi.,260 m² Grundstück,City-Lage: Renditestarkes Mehrfamilien-Eckhaus mit Balkonen,Bricks &amp; Mortar Immobilien Franken GmbH,2.290.000 €
Feichten an der Alz (Feichten),132.38 m²,4 Zi.,655 m² Grundstück,"Hochwertig &amp; Energieeffizient - Neuwertiger KFW55 Bungalow mit schönem Grundstück, Whirlpool und PV-Anlage",Friedrich Immobilien GmbH,795.000 €
Mertingen (Mertingen),220 m²,7 Zi.,1531 m² Grundstück,Haus Mertingen,Alfred Kleinle Immobilien,929.000 €
Wörnitz (Bösennördlingen),135 m²,4 Zi.,620 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 1,HOFU UG,322.900 €
Diebach (Unteroestheim),155 m²,5 Zi.,725 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 3,HOFU UG,365.900 €
Insingen (Insingen),200 m²,5 Zi.,700 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 5,HOFU UG,420.900 €
Herrieden (Herrieden),135 m²,4 Zi.,620 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 1,HOFU UG,347.900 €
Herrieden (Herrieden),135 m²,4 Zi.,620 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 1,HOFU UG,347.900 €
Mönchsroth (Diederstetten),239 m²,8 Zi.,600 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 4    (2 Wohnungen unter einem Dach),HOFU UG,514.900 €
Bad Berneck im Fichtelgebirge (Bad Berneck),221.84 m²,5 Zi.,1800 m² Grundstück,EIN DESIGNHAUS FÜR DIE BESONDERE LAGE,HOFU UG,699.400 €
Weidenberg (Görschnitz),155 m²,5 Zi.,680 m² Grundstück,Modernes Wohnkonzept - Wohlfühlklima inklusive.,HOFU UG,489.900 €
Kemnath (Kemnath),220 m²,6 Zi.,733 m² Grundstück,Platz für große Familie in ruhiger Lage in Kemnath - mit Liebe geplantes Ein-/Zweifamilienhaus mit Garten und Garagen,LUB GmbH,550.000 €
Aidenbach (Mistlbach),376 m²,,6804 m² Grundstück,"Ehemaliges Betriebsgebäude mit Wohnungen, Werkstattgebäude u. Baulandreserve",KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,375.000 €
"Ahornstraße 36, Kaufbeuren (Kaufbeuren)",80.16 m²,4 Zi.,140 m² Grundstück,Reihenmittelhaus in Hirschzell Siedlung,RE/MAX Sutter-Immobilien GmbH,350.000 €
Fürth (Oberfürberg),136 m²,5 Zi.,341 m² Grundstück,Massiv und elegant gebaut - Aura 136 Doppelhaushälfte inkl. Garage,Meilenstein Massivhaus GmbH Town &amp; Country Lizenz-Partner,750.423 €
Wendelstein (Wendelstein),145 m²,5 Zi.,326 m² Grundstück,*Neubau* Reihenendhaus in Wendelstein | Familienglück im wunderschönen Neubaugebiet,Kurt Immobilien GmbH,669.000 €
Schwabach (Schwabach),160 m²,6.5 Zi.,300 m² Grundstück,FIF - Modernes neuwertiges Reihenendhaus BJ. 2007 ruhig gelegen in Schwabach,Feinste Immobilien Franken,729.000 €
Wilburgstetten (Wilburgstetten),155 m²,5 Zi.,710 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 3,HOFU UG,379.000 €
Wassertrüdingen (Wassertrüdingen),155 m²,4 Zi.,610 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 2,HOFU UG,394.900 €
Flachslanden (Neustetten),155 m²,5 Zi.,486 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 3,HOFU UG,371.900 €
Würzburg (Sanderau),1058 m²,34 Zi.,640 m² Grundstück,"Historisches denkmalgeschütztes Neugotik Ensemble in Bestlage Würzburg Sanderau, unvermietet / leer",CZ Immobilien,4.995.000 €
Weidhausen bei Coburg (Weidhausen),220 m²,6 Zi.,582 m² Grundstück,Großzügiges Zweifamilienhaus mit zahlreichen Annehmlichkeiten in Weidhausen!,Immobilien Reinhardt GmbH,398.000 €
Pilsting (Griesenau),140 m²,5 Zi.,190 m² Grundstück,Top Gelegenheit für Kapitalanleger - Doppelhaushälfte in Pilsting,Vielhuber Immobilien,549.000 €
Coburg (Coburg),270 m²,8 Zi.,4160 m² Grundstück,Exklusive Lage in Coburg mit traumhaftem Potential!,Sachwert-Conzept-Immobilien GmbH,3.000.000 €
Arzberg (Seußen),250 m²,12 Zi.,851 m² Grundstück,2-3-Familienwohnhaus in sonniger Ortsrandlage!,Immobilienvermittlung Busch,219.000 €
Kaufbeuren (Kaufbeuren),253 m²,8 Zi.,598 m² Grundstück,Reiheneckhaus + 4-Zimmer-Maisonette-Wohnung!,yourlife Immobilien Management,829.000 €
Bad Wiessee (Bad Wiessee),211 m²,5 Zi.,814 m² Grundstück,Neuwertige Landhaushälfte in diskreter und ruhiger Lage von Bad Wiessee,PlanetHome Group GmbH,auf Anfrage
Eichenau,126.42 m²,5 Zi.,145 m² Grundstück,"Attraktives, renovierungsbedürftiges 5-Zi-Reihenmittelhaus in ruhiger Wohngegend",Elke Schätz Immobilien,749.000 €
"Frankenweg 79, Kitzingen (Kitzingen)",263 m²,5 Zi.,396 m² Grundstück,Luxus in Kitzinger Bestlage,ohne-makler.net - Immobilien selbst vermarkten,725.000 €
Memmingerberg,130 m²,5 Zi.,609 m² Grundstück,Einfamilienhaus in Memmingerberg!,SparkasseSchwaben-Bodensee i.V. der Sparkasse-Immobilien- Vermittlungs-GmbH,640.000 €
Erlangen (Eltersdorf),169 m²,4 Zi.,224 m² Grundstück,RMH in ER-Viel Platz für Ihre Familie!,Stadt- und Kreissparkasse Erlangen Höchstadt Herzogenaurach,485.000 €
Burgthann / Oberferrieden (Oberferrieden),230 m²,7 Zi.,1670 m² Grundstück,2- bis 3-Familien-Haus mit Werkstatt,Gloßner Immobilien,589.000 €
Sulzheim (Mönchstockheim),176 m²,8 Zi.,719 m² Grundstück,WERDEN SIE VERMIETER!  - Auch interessant zum Selbstbezug mit zusätzlicher Mieteinnahme ... Obj.-Nr. 1453 in 97529 Sulzheim OT,degel-immobilien MAINFRANKEN,315.000 €
Oberstaufen (Steibis),306 m²,12 Zi.,1132 m² Grundstück,"Traumlage - Bergblick zum Hochgrat und Hündle, Landhaus mit 5 WE in Oberstaufen-Steibis zu verkaufen",Borch Consult &amp; Partner,2.400.000 €
Bubenreuth,260 m²,8 Zi.,560 m² Grundstück,MFH in Bestlage in Bubenreuth...für Eigennutzer und Kapitalanleger,Stadt- und Kreissparkasse Erlangen Höchstadt Herzogenaurach,950.000 €
Markt Wald (Anhofen),117 m²,5 Zi.,582 m² Grundstück,Herrliches Einfamilienhaus in Markt Wald,Schmidinger Immobilien,565.000 €
Ingolstadt (Ingolstadt),215 m²,9 Zi.,102 m² Grundstück,Stadthaus mit 3 Wohneinheiten in zentraler Lage von Ingolstadt.,IAD Immobilien Agentur Deutschland GmbH,715.000 €
Memmelsdorf (Drosendorf),172 m²,5 Zi.,377 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 6,HOFU UG,625.900 €
Memmelsdorf (Drosendorf),200 m²,5 Zi.,377 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 5,HOFU UG,605.900 €
Bad Staffelstein (Bad Staffelstein),100 m²,3 Zi.,70 m² Grundstück,Zentrumsnahes Ein- bis Zweifamilienhaus,Bernert Immobilien GmbH,auf Anfrage
Memmelsdorf (Drosendorf),239 m²,8 Zi.,377 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 4    (2 Wohnungen unter einem Dach),HOFU UG,695.900 €
Memmelsdorf (Memmelsdorf),135 m²,4 Zi.,377 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 1,HOFU UG,505.900 €
Memmelsdorf (Memmelsdorf),155 m²,4 Zi.,377 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 3,HOFU UG,551.900 €
Memmelsdorf (Memmelsdorf),155 m²,5 Zi.,636 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 2,HOFU UG,721.500 €
Waldbüttelbrunn (Waldbüttelbrunn),177 m²,7 Zi.,740 m² Grundstück,WOHNEN UND SCHLAFEN AUF EINER EBENE - SOFORT FREI und toll gelegen - freistehendes Einfamilienhaus mit ELW Obj.-Nr. 1451,degel-immobilien MAINFRANKEN,595.000 €
"Neustädterstr 140 B, Nürnberg (Leyh)",125 m²,5 Zi.,250 m² Grundstück,"Sonniges, familiengerechtes Reihenendhaus in einer ruhigen Stadtteil Nürnberg/Leyh.",­TA Immobilien,679.000 €
Rehau (Rehau),182 m²,7 Zi.,210 m² Grundstück,Zweifamilienhaus mit Garten und Terrasse,Garant Immobilien Franken GmbH,230.000 €
Eckersdorf (Forst),270 m²,8 Zi.,6100 m² Grundstück,"Außergewöhnliches, großzügiges Wohnhaus mit privater Reitanlage und Pferde-Offenstall",Garant Immobilien Franken GmbH,1.500.000 €
Saal a.d.Donau (Saal),231 m²,12 Zi.,1169 m² Grundstück,Gepflegtes Zwei-Familienhaus mit weiterem Grundstück zur Bebauung,Garant Immobilien Franken GmbH,830.000 €
Gunzenhausen (Gunzenhausen),268 m²,7 Zi.,1231 m² Grundstück,Charmante Villa auf traumhaftem Grundstück,Quintus Real Estate | Franconia,1.478.000 €
Elsenfeld (Elsenfeld),149.38 m²,5 Zi.,736 m² Grundstück,BERK Immobilien - perfektes Familienglück mit schönem Grundstück in bester Wohnlage von Elsenfeld,BERK Immobilien,598.000 €
Bruckmühl (Bruckmühl),230 m²,6 Zi.,357 m² Grundstück,Lieblingsplatz!  Renoviertes Zweifamilienhaus direkt an der Mangfall,Marlies Muhr Immobilien GmbH,1.229.000 €
Maisach / Germerswang (Germerswang),153.97 m²,7 Zi.,230.84 m² Grundstück,KfW-55 - Neubau Doppelhaushälfte Nr. 1 in zentraler Lage von Germerswang - Einzug Sommer 2023!,WINDISCH IMMOBILIEN,1.082.000 €
Augsburg (Hochzoll),80 m²,3 Zi.,482 m² Grundstück,Grundstück mit Altbestand in TOP-Lage direkt am wunderschönen Kuhsee!,VR-Bank Augsburg-Ostallgäu eG Immobilien,725.000 €
Traunstein (Haslach),142 m²,5 Zi.,187 m² Grundstück,K5 - Zuhause im südlichen Stadtteil von Traunstein,HausBauHaus GmbH,978.000 €
Traunstein (Haslach),155 m²,6 Zi.,287 m² Grundstück,K5 - Zuhause im südlichen Stadtteil von Traunstein,HausBauHaus GmbH,1.117.820 €
Wertingen (Roggden),200 m²,6 Zi.,863 m² Grundstück,Großzügiges Einfamilienhaus mit Einliegerwohnung,IMMOCENTER AUGSBURG,589.000 €
Raisting (Raisting),190 m²,5 Zi.,743 m² Grundstück,Effizienzhaus der Zukunft---viel Platz in einem Traumhaus---wunderschöner Garten,Schlaugk Immobilien GmbH,1.795.000 €
Bad Steben (Bad Steben),197.17 m²,5 Zi.,760 m² Grundstück,Modernes großes Einfamilienwohnhaus,Allkauf Haus GmbH,371.819 €
Boos (Boos),170.66 m²,5.5 Zi.,204 m² Grundstück,Familienheim zum Festpreis,VR-Bank Memmingen eG,629.500 €
Maßbach (Maßbach),133.83 m²,5 Zi.,482 m² Grundstück,"Einfamilienhaus mit herrlichem Ausblick in 97711 Maßbach-Theinfeld, 26 km von Bad Kissingen, 25 km von Schweinfurt (ID 10260)",Karin Sacher Immobilien,155.000 €
München (Aubing-Lochhausen-Langwied),279.5 m²,12 Zi.,739 m² Grundstück,Solide vermietetes Wohnhaus mit Gewerbeeinheit(en),Postbank Immobilien,1.997.000 €
Garching (Garching),158 m²,5 Zi.,219 m² Grundstück,"Garching, Am Mühlbach: Reihenmittelhaus in sehr ruhiger Lage, Nähe Isarauen.",Stadt Immobilien GmbH,985.000 €
Vaterstetten (Vaterstetten),192 m²,5 Zi.,665 m² Grundstück,Eindrucksvolles Designerhaus mit sonnigem Garten in Süd-Ausrichtung - Vaterstetten,Lohmüller &amp; Company GmbH,1.500.000 €
Hallbergmoos (Goldach),101 m²,4 Zi.,340 m² Grundstück,Komfortable Doppelhaushälfte in ruhiger Lage von Hallbergmoos zu verkaufen,Garant Immobilien München GmbH,849.000 €
Dingolfing (Dingolfing),365 m²,14 Zi.,816 m² Grundstück,Dingolfing - Mehrfamilienhaus mit Potential in ruhiger Lage!,Vielhuber Immobilien,690.000 €
Emmerting,399.38 m²,14 Zi.,696 m² Grundstück,"Kapitalanlage! Neubau, Wohnanlage mit 4 Wohnungen nahe Altötting (projektiert)",Werte Wachstum Immobilien,1.695.000 €
Ingolstadt (Ingolstadt),675 m²,25 Zi.,670 m² Grundstück,Leerstehendes Wohn- und Geschäftshaus mit Baugenehmigung für 10 Wohnungen zu verkaufen!,BNB Immobilien GmbH,2.500.000 €
Bamberg (Bamberg),183 m²,8 Zi.,170 m² Grundstück,Kapitalanleger aufgepasst!,Sparkasse Bamberg immoCenter,595.000 €
Vilgertshofen (Issing),210 m²,6 Zi.,956 m² Grundstück,Ihr Haus mit Photovoltaik und Wärmepumpe -  Ihre ressourcenschonende Energieversorgung,Postbank Immobilien,847.000 €
Donauwörth (Donauwörth),154 m²,5 Zi.,500 m² Grundstück,Großzügige 154 qm große Doppelhaushälfte nahe Golfplatz in Donauwörth!,Ryan &amp; Ryan Immobilien GbR,420.000 €
Neuburg an der Donau (Neuburg),190 m²,7.5 Zi.,852 m² Grundstück,Exklusives Einfamilienhaus mit viel Platz für die gesamte Familie!,HOUSE &amp; HOME IMMOBILIEN,1.050.000 €
Osterhofen (Gergweis),125 m²,3 Zi.,360 m² Grundstück,Charmantes Einfamilienhaus in Gergweis nähe Osterhofen,VR-Immobilien GmbH,275.000 €
Stephanskirchen (Schloßberg),371 m²,10 Zi.,3408 m² Grundstück,Think Big! Herrschaftliches Anwesen in Stephanskirchen!,Alpina Immobilien GmbH,1.490.000 €
Altmannstein (Altmannstein),135 m²,6 Zi.,280 m² Grundstück,Gemütliches Einfamilienhaus in Altmannstein,Kreissparkasse Kelheim in Vertretung der Sparkassen-Immobilien-Vermittlungs-GmbH,250.000 €
Bad Rodach (Heldritt),100 m²,4 Zi.,749 m² Grundstück,Jetzt in den Warenkorb legen,Town &amp; Country Franchisepartnerin Heike Richter,322.480 €
Waldkraiburg (Waldkraiburg),173.11 m²,6 Zi.,750 m² Grundstück,"EFH, Ideal für die Familie mit großem Garten",VR Immobilien GmbH,625.000 €
Utting (Utting),330 m²,13 Zi.,629 m² Grundstück,Mehrfamilienhaus in Utting am Ammersee,Sparkasse Landsberg-Dießen in Vertretung der Sparkassen-Immobilien-Vermittlungs-GmbH,895.000 €
Aislingen (Aislingen),200 m²,6 Zi.,808 m² Grundstück,Rohbau mit ca. 200 m² Wohnfläche in schöner und ruhigen Lage zu verkaufen,Finanz- und Immobilienberatung Jürgen Machat,399.000 €
Zirndorf (Zirndorf),172 m²,5 Zi.,650 m² Grundstück,95 Jahre Okal - Aktionshaus Nr. 6,HOFU UG,1.159.000 €
Stephanskirchen (Haidholzen),175 m²,6 Zi.,939 m² Grundstück,Ruhiges Haus in Waldrandlage - auch zum Neubau für z.B. zwei Einfamilienhäuser,Alpenland Immobilien,1.049.000 €
Weidenbach (Weidenbach),317 m²,12 Zi.,648 m² Grundstück,Hier haben Sie alle Möglichkeiten. Eigennutzung und Kapitalanlage oder reine Kapitalanlage.,VR-Immoservice GmbH,599.000 €
Stockheim (Stockheim),446 m²,16 Zi.,800 m² Grundstück,"Voll vermietetes, gepflegtes MFH 6,8% Mietrendite",VON POLL IMMOBILIEN Coburg - Alexander J.N. Petrich,450.000 €
Monheim (Monheim),167 m²,5.5 Zi.,915 m² Grundstück,"Energieneutrales Einfamilienhaus in Monheim, Bayern",Michael Streil Immobilien,797.000 €
Friedberg (Friedberg),215 m²,7 Zi.,401 m² Grundstück,Attraktives Wohnhaus mit Einliegerwohnung im Dachgeschoss (separates Treppenhaus) !,Finanzkanzlei MLH Immobilien GmbH,1.290.000 €
Untersiemau (Untersiemau),255 m²,6 Zi.,1339 m² Grundstück,Beeindruckende Unternehmer-Villa auf 1.339 m² Grund wenige Minuten südlich von Coburg,Immobilien Reinhardt GmbH,650.000 €
Markt Taschendorf (Markt Taschendorf),95 m²,3 Zi.,738 m² Grundstück,"Einfamilienhaus (mit Ausbaureserve), Garage u. Garten",KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,350.000 €
Kaufbeuren (Kaufbeuren),80 m²,4 Zi.,132 m² Grundstück,Reihenmittelhaus mit Ausbaupotenzial im Dachgeschoss | Am Leinauer Hang in Kaufbeuren | keine Käuferprovision,­Frick Immobilien,272.000 €
Boos (Boos),88 m²,3 Zi.,245 m² Grundstück,*** Ihr Feriendomizil im schönen Unterallgäu / Haus mit Grundstück ***,Raiffeisenbank Schwaben Mitte eG,400.400 €
Kaufering,221 m²,,581 m² Grundstück,"Angenehmes Zweifamilienhaus (mit Ausbaupotenzial), Doppelgarage u. Garten ",KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,836.000 €
Pyrbaum (Seligenporten),164 m²,5 Zi.,329 m² Grundstück,"Wohntraum im Grünen! Großes REH mit Gartenwohnhaus, 3 Terrassen, Carport + Stellplatz!",bornemann immobilien,529.000 €
Fürth (Stadeln),556 m²,26 Zi.,1241 m² Grundstück,HEGERICH: Zwei Mehrfamilienhäuser in Fürth-Stadeln mit Entwicklungspotential,Hegerich Immobilien GmbH Franken,1.600.000 €
