location,size,rooms,land_area,description,seller,price
Krailling (Krailling),185 m²,5.5 Zi.,234 m² Grundstück,VERKAUF: Geräumiges Reihenhaus in ruhiger Lage von Krailling,SEDLMAYR Immobilien,1.480.000 €
Hof (Wölbattendorf),159 m²,6 Zi.,1117 m² Grundstück,Frühstücken mit Ihren Lieben auf der eigenen Sonnenterrasse!,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,374.400 €
"Amselstrasse 16, Niederaichbach (Niederaichbach)",197 m²,6 Zi.,890 m² Grundstück,Idyllisch gelegenes Zweifamilienhaus mit viel Potenzial,Anger Immobilien,499.000 €
Ering (Kirn),240 m²,7 Zi.,2486 m² Grundstück,Einzigartiges Wohnhaus mit großem Nebengebäude in idyllischer Lage,VR-Bank Rottal-Inn eG,749.000 €
Eckental (Brand),210 m²,7.5 Zi.,987 m² Grundstück,+++GROSSZÜGIGES UND RENOVIERTES EIN-/ZWEIFAMILIENHAUS in ECKENTAL-BRAND+++,VR Bank Immobilien GmbH Bamberg-Forchheim,689.000 €
Herrsching am Ammersee (Breitbrunn),275.71 m²,7 Zi.,2325 m² Grundstück,Exklusives Anwesen mit direktem Seezugang,McMakler GmbH,10.250.000 €
Röthlein (Röthlein),154.9 m²,5 Zi.,590 m² Grundstück,Modernes Wohnkonzept - Wohlfühlklima inklusive,HOFU UG,500.000 €
Piding (Piding),220 m²,10 Zi.,1096 m² Grundstück,Großzügiges Landhaus in Piding,BAMBERGER IMMOBILIEN Consulting GmbH,1.050.000 €
Landau an der Isar (Landau),135 m²,4 Zi.,1071 m² Grundstück,Top gepflegtes Einfamilienhaus mit herrlichem Grundstück in Landau a. d. Isar/Obere Stadt,VR-Immobilien GmbH,745.000 €
Schwanfeld,174.78 m²,5 Zi.,850 m² Grundstück,Ein architektonisch ausgereiftes und funktionelles Haus,HOFU UG,810.000 €
Dittelbrunn (Hambach),106.93 m²,3 Zi.,580 m² Grundstück,Klassischer Bungalow - neu interpretiert,HOFU UG,630.000 €
Dittelbrunn (Hambach),149.86 m²,5 Zi.,580 m² Grundstück,Moderner Bungalow zur freien Entfaltung,HOFU UG,720.000 €
Marzling (Marzling),220 m²,5.5 Zi.,395 m² Grundstück,Darf es mehr sein?  Große Doppelhaushälfte auf Einfamilienhaus-Niveau,Stanglmaier Immobilien GmbH,1.100.000 €
Schweinfurt (Bergl),183.55 m²,5 Zi.,575 m² Grundstück,Klassisch und stilvoll -  2-geschossige Einfamilienhaus,HOFU UG,800.000 €
Schweinfurt (Bergl),250 m²,6 Zi.,575 m² Grundstück,"Hell, elegant und praktisch - Ein Haus mit zeitlosem Satteldach",HOFU UG,910.000 €
Schweinfurt (Bergl),154.89 m²,5 Zi.,575 m² Grundstück,Unsere Stadtvilla - ein Rückzugsort für die ganze Familie,HOFU UG,730.000 €
Burgheim (Burgheim),90 m²,4 Zi.,410 m² Grundstück,"REH mit Garage und großem Garten in Burgheim , Bieterverfahren",Immobilienagentur Buchenau,350.000 €
"Professor-Arneth-Str. 6, Burgkunstadt (Burgkunstadt)",138 m²,6 Zi.,1137 m² Grundstück,138 m2 Wohnfläche in attraktiver Lage,Immobilien-Obermain,380.000 €
Luhe-Wildenau (Luhe),171 m²,6 Zi.,682 m² Grundstück,Zweifamilienwohnhaus mit 2 Garagen in Luhe-Wildenau!,City Immobilien GmbH,270.000 €
Weisendorf (Weisendorf),119 m²,4 Zi.,284 m² Grundstück,Einfamilienhaus mit Terrasse und Carport in Weisendorf,Immobilien- und Sachverständigenbüro Kollmer,495.000 €
Pommersfelden (Pommersfelden),245 m²,6 Zi.,2800 m² Grundstück,Exklusives Anwesen nahe Schloss Weißenstein,Engel &amp; Völkers Bamberg  Jakob Immobilien Inhaber Andreas Jakob,995.000 €
Bad Abbach (Bad Abbach),150 m²,6 Zi.,342 m² Grundstück,Einfamilienhaus im Herzen von Bad Abbach,Gewerblicher Anbieter,419.900 €
Schwabach (Schwabach),511 m²,25 Zi.,240 m² Grundstück,MFH Schwabach 1 A Lage  11 Wohnungen,ohne-makler.net - Immobilien selbst vermarkten,2.400.000 €
"Niklausgasse 5, Ostheim vor der Rhön (Ostheim)",177 m²,9 Zi.,79 m² Grundstück,Haus zu verkaufen Immobilie - in Ostheim vor der Rhön,Privater Anbieter,59.000 €
Rosenheim (Westerndorf St Peter),140 m²,5 Zi.,257 m² Grundstück,gepflegtes Haus,Sparkasse Rosenheim-Bad Aibling in Vertretung der Sparkassen-Immobilien-Vermittlungs  GmbH,725.000 €
Sulzbach-Rosenberg (Sulzbach-Rosenberg),121 m²,5 Zi.,966 m² Grundstück,"Einziehen, ankommen &amp; wohl fühlen!  Modernes EFH am Stadtrand von Sulzbach-Rosenberg",LBS Bayerische Landesbausparkasse,449.000 €
Bad Endorf (Bad Endorf),690 m²,10 Zi.,1528 m² Grundstück,Schönes Wohn und Geschäftshaus im Gewerbegebiet von Bad Endorf,Pharao Consulting GmbH,1.950.000 €
Mainleus (Schwarzach),126 m²,4 Zi.,530 m² Grundstück,Sehr schönes Einfamilienhaus bei Mainleus / Schwarzach,Privater Anbieter,475.000 €
"Aign 4, Vogtareuth (Aign)",145 m²,5 Zi.,220 m² Grundstück,Luxuriöses Architektenhaus in traumhafter Lage in Oberbayern,ohne-makler.net - Immobilien selbst vermarkten,899.000 €
"Gartenstraße 3 und Gartenstr. 5, Gallmersgarten (Steinach b Rothenburg ob der Tauber)",140 m²,6 Zi.,1000 m² Grundstück,"Haus, 1 bis 2 Familienhaus  140 m² plus 1 Einfamilienhaus 85 m²",ohne-makler.net - Immobilien selbst vermarkten,550.000 €
Werneck (Stettbach),294.03 m²,12 Zi.,971 m² Grundstück,Schickes 3-Familien-Haus in 97440 Werneck-Ettleben (ID 10283),Karin Sacher Immobilien,675.000 €
"Sankt-Peter-Str. 46, Wertingen (Hirschbach)",118.34 m²,5 Zi.,94 m² Grundstück,Reihenmittelhaus Neubau zu verkaufen,Walter Immobilien,594.000 €
"Sankt-Peter-Str. 46, Wertingen (Hirschbach)",118.34 m²,5 Zi.,137 m² Grundstück,Reiheneckhaus Neubau zu verkaufen,Walter Immobilien,598.000 €
Engelsberg (Engelsberg),190.48 m²,7 Zi.,530 m² Grundstück,Neubau von 4 Häusern mit 6 Wohnungen ,ImmoClass ..besser wohnen..Bausachverständiger - DESAG -,867.500 €
Bolsterlang (Bolsterlang),418 m²,11 Zi.,1006 m² Grundstück,Exklusives Landhaus im Allgäu mit vielseitigen Nutzungsmöglichkeiten - Ferienimmobilie,Bricks &amp; Mortar Immobilien Augsburg GmbH,2.390.000 €
Bad Aibling (Bad Aibling),125 m²,4 Zi.,652 m² Grundstück,Auch für Kapitalanleger!  Gepflegtes Einfamilienhaus mit sehr schönen Garten in ruhiger Ortslage zu verkaufen,IAD Immobilien Agentur Deutschland GmbH,1.250.000 €
Mering (Mering),130.19 m²,4 Zi.,220.19 m² Grundstück,Einziehen und wohlfühlen: Schönes EFH in ruhiger Lage von Mering,McMakler GmbH,560.000 €
Bruckmühl (Bruckmühl),240 m²,6 Zi.,314 m² Grundstück,Grußes renoviertes Einfamilienhaus mit Einliegerwohnung zu verkaufen.,IAD Immobilien Agentur Deutschland GmbH,1.099.000 €
Schöllkrippen (Schneppenbach),517 m²,16 Zi.,820 m² Grundstück,Lukrative Kapitalanlage! Perfekt für Investoren oder Eigennutzer!,BB Estates GmbH,700.000 €
Stadtbergen (Leitershofen),115 m²,5 Zi.,179 m² Grundstück,Tolle Lage: Familienfreundliches Reiheneckhaus in Leitershofen,VON POLL IMMOBILIEN Augsburg - Gabriele Gräf Immobilien GmbH,568.000 €
Bodenkirchen (Bonbruck),100 m²,4 Zi.,105123 m² Grundstück,"Renov.-bedürft. ANWESEN mit Fischteich und 10,5 HA GRUND IN BODENKIRCHEN",Anna Biebl Immobilien,1.320.000 €
Fürstenfeldbruck (Neulindach),301 m²,9.5 Zi.,639 m² Grundstück,Mehrgenerationenhaus mit 3 Wohneinheiten,Königskinder Immobilien GmbH,1.436.000 €
München (Ramersdorf-Perlach),154 m²,6 Zi.,143 m² Grundstück,"Einziehen und Wohlfühlen! Reihenmittelhaus mit Garten, Terrasse, und EBK in Neubiberg",Homeday GmbH,1.399.000 €
Vilsbiburg (Vilsbiburg),193 m²,6 Zi.,387 m² Grundstück,Großzügiges renoviertes Einfamilienhaus im Herzen Vilsbiburgs,Garant Immobilien München GmbH,545.000 €
Straubing (Kagers),140 m²,,340 m² Grundstück,In bester Lage von Aiterhofen entstehen zwei stillvolle Doppelhaushälften! Ihr neues Zuhause erwartet Sie!,CELT Immobilien GmbH &amp; Co.KG,auf Anfrage
Winhöring (Winhöring),170 m²,7 Zi.,839 m² Grundstück,Hochwertig saniertes Massivhaus mit liebevoll angelegtem Garten!,Postbank Immobilien GmbH,559.000 €
Andechs (Machtlfing),233 m²,5 Zi.,923 m² Grundstück,Fällt aus dem Rahmen: Hideaway + Fernblick + Schwimmbad + Sauna + PV-Anlage + Ruhe + TOP-Zustand +++,Trebbin Immobilien,1.685.000 €
Rieneck,180 m²,6 Zi.,2585 m² Grundstück," Attraktives Zweifamilienhaus mit  angrenzenden Wald und Wiese, renovierungsbedürftig",Gewerblicher Anbieter,215.000 €
Hohenwarth (Hundzell),180 m²,6 Zi.,845 m² Grundstück,Einfamilienhaus in Hohenwarth im Landkreis Cham,Baumgärtner &amp; Duscher Immobilien GmbH,349.000 €
Neusäß (Neusäß),106.82 m²,5 Zi.,112 m² Grundstück,"Derzeit eigengenutzes, familienfreundliches Reihenmittelhaus in Neusäß / Bezug nach Absprache",1 Plus 1 Finanzwelt GmbH,555.000 €
Haibach (Haibach),176 m²,6 Zi.,468 m² Grundstück,Vielversprechendes 1-2 Familienhaus in beliebter Wohnlage in Haibach sucht Besitzer mit Visionen,Postbank Immobilien GmbH,435.000 €
Burgkunstadt (Kirchlein),106.3 m²,5 Zi.,711 m² Grundstück,Burgkunstadt-Kirchlein: Einfamilienhaus mit Garage und Nebengebäude,Immobilien Koch,212.000 €
Gochsheim (Weyer),238.62 m²,8 Zi.,630 m² Grundstück,WOHNEN XL - EIN ZUHAUSE FÜR DIE GANZE FAMILIE!,HOFU UG,680.000 €
Gochsheim (Weyer),154.89 m²,5 Zi.,630 m² Grundstück,MODERNES WOHNEN UNTER ELEGANTEM WALMDACH,HOFU UG,555.000 €
Dorfen (Dorfen),144.8 m²,5 Zi.,280 m² Grundstück,Wohlfühloase - Gepflegtes Reiheneckhaus mit Garten und Dachterrasse in Siedlungslage von Dorfen!,Sperr &amp; Zellner Immobilien GmbH,768.000 €
Gerolzhofen (Gerolzhofen),222 m²,6 Zi.,765 m² Grundstück,Staffelhaus mit zahlreichen Mehrwerten,HOFU UG,700.000 €
Wörthsee (Steinebach),138.66 m²,5 Zi.,182 m² Grundstück,NATURNAHES WOHNEN IN WÖRTHSEE: REIHENMITTELHAUS MIT IDYLLISCHEM WALDBLICK,Veltrup Immobilien GmbH,936.500 €
Lechbruck a.See (Lechbruck),252.74 m²,7 Zi.,869 m² Grundstück,TRAUMHAFTER AUSBLICK - Besonderes Einfamilienhaus mit zwei Einliegerwohnungen in Lechbruck am See,ImmoWild GmbH,1.180.000 €
Zirndorf (Weinzierlein),500 m²,12 Zi.,640 m² Grundstück,Die ideale Kapitalanlage- 2 Exklusive Doppelhaushälften mit 4 Wohneinheiten,HOFU UG,1.768.000 €
Nürnberg (Worzeldorf),129 m²,4 Zi.,452 m² Grundstück,Einfamilienhaus auf einem ca. 452 m² großem Grundstück in Nürnberg / Worzeldorf zu verkaufen,Elke Häring Immobilien und Sachverständigenbüro,395.000 €
Weiden in der Oberpfalz (Rehbühl),240 m²,10 Zi.,281 m² Grundstück,Rentables Mehrfamilienhaus mit Gewerbeeinheit in Bester Lage Weiden´s,Rupprecht &amp; Kappl Immobilien,399.000 €
Velburg (Sorghof),128 m²,5 Zi.,380 m² Grundstück,Doppelhaushälfte in schöner Siedlung Velburg´s mit sicherer Vermietung an die Bundesrepublik,Rupprecht &amp; Kappl Immobilien,264.000 €
Ingolstadt (Ingolstadt),183.29 m²,5 Zi.,684 m² Grundstück,"NEUER PREIS! Solides, gepflegtes MFH mit ELW-Option und schönen Außenbereichen in Ingolstadt-Kothau",McMakler GmbH,850.000 €
Veitshöchheim (Veitshöchheim),227 m²,7 Zi.,357 m² Grundstück,Einfamilienhaus mit Einliegerwohnung in Veitshöchheim,Wolf-Haus GmbH,695.000 €
Grassau (Grassau),270 m²,8 Zi.,491 m² Grundstück,Ruhiges Haus mit großer EG- und 2 DG-Wohnungen und Doppelgarage,VR Immobilien GmbH,1.050.000 €
Salzweg (Salzweg),117 m²,5 Zi.,1112 m² Grundstück,Einfamilienhaus in Salzweg,Passauer Immobilien Resch &amp; Söhne GmbH seit 1968,375.000 €
Schlüsselfeld / Aschbach (Aschbach),195 m²,7 Zi.,812 m² Grundstück,Großes Zweifamilienhaus in ruhiger Lage von Schlüsselfeld im Ortsteil Aschbach,Sachwert-Conzept-Immobilien GmbH,439.000 €
Neumarkt i.d.OPf. (Neumarkt),127.5 m²,5.5 Zi.,418 m² Grundstück,***Begehrtes Reiheneckhaus mit herrlichem Garten Nähe Ärztehaus***,ORANGE Immobilienagentur,439.000 €
Neuenmarkt (Hegnabrunn),196.68 m²,8 Zi.,809 m² Grundstück,Zweifamilienhaus mit großem Garten in ruhiger Lage von Hegnabrunn,CSW Assekuranz- &amp; Immobilien-Spezialisten GmbH,380.000 €
Thalmassing (Untersanding),270 m²,8 Zi.,830 m² Grundstück,Landidylle - Top-modernisiertes 2-Familien-Haus mit DoGa,Konzog Immobilien,659.000 €
Gersthofen (Gersthofen),139 m²,6 Zi.,651 m² Grundstück,Teilrenoviert mit schönem Grundstück,Ottens Immobilien-Wohnbau GmbH,695.000 €
Mertingen (Mertingen),197 m²,,701 m² Grundstück,"Einfamilienhaus in 86690 Mertingen, Donauwörther Str.",Argetra GmbH,415.000 €
Simbach (Simbach),110 m²,4 Zi.,287 m² Grundstück,Außergewöhnliches Einfamilienhaus mit Charme in Simbach/Landau zu verkaufen,Immobilien Singer,446.000 €
Litzendorf (Naisa),333 m²,15 Zi.,589 m² Grundstück,Sehr gepflegtes Mehrfamilienhaus mit 5 ETW !,LBS Bayerische Landesbausparkasse,899.000 €
Altenkunstadt (Woffendorf),144 m²,8 Zi.,560 m² Grundstück,BESTE LAGE - tolle Privatsphäre!,LBS Bayerische Landesbausparkasse,429.000 €
Schlüsselfeld (Schlüsselfeld),213 m²,8 Zi.,359 m² Grundstück,Doppelhaushälfte mit drei Wohnungen!,LBS Bayerische Landesbausparkasse,229.000 €
Rückersdorf (Entensee),141 m²,4 Zi.,555 m² Grundstück,Energieeffizientes Doppelhaus bauen mit Festpreisgarantie,HOFU UG,749.500 €
Nürnberg (Ziegelstein),115 m²,4.5 Zi.,230 m² Grundstück,Provisionsfrei - Bezugsfertiges Reihenendhaus mit Potential und Charisma!,Privater Anbieter,480.000 €
Aschaffenburg (Damm),120 m²,5 Zi.,162 m² Grundstück,*** Moderne Doppelhaushälfte mit Terasse und Garten ***,Postbank Immobilien GmbH,569.000 €
Pocking (Indling),225 m²,7 Zi.,222 m² Grundstück,Wohn- und Geschäftshaus  in Pocking zu verkaufen,F.Lidl Immobilien,469.000 €
Schnaittach (Schnaittach),144 m²,6 Zi.,140 m² Grundstück,Leerstehendes Einfamilienhaus und kleiner Gewerbeeinheit in Schnaittach,Homeday GmbH,230.000 €
Schwarzenbach a.Wald (Schwarzenstein),205 m²,8 Zi.,673 m² Grundstück,"Naturnah, bezugsfertig, erschwinglich: Zweifamilienhaus nahe Schwarzenbach/Wald (ca. 205 m²) - Einliegerwohnung - erneuerter Ölbrenner - Schwedenofen ",Steinel &amp; Dietel GmbH,149.500 €
Füssen (Füssen),135 m²,4 Zi.,175 m² Grundstück,Sonnenverwöhnte Doppelhaushälfte in Toplage mit Berg- und Schlossblick,Weisenbach Immobilien Inh: Christoph Weisenbach,630.000 €
Großkarolinenfeld (Großkarolinenfeld),117 m²,5 Zi.,1259 m² Grundstück,mitten im Grünen mit tollem Weitblick,Sparkasse Rosenheim-Bad Aibling in Vertretung der Sparkassen-Immobilien-Vermittlungs  GmbH,850.000 €
Schwanstetten (Schwand),120 m²,6 Zi.,745 m² Grundstück,Einfamilienhaus in bester Lage in Schwanstetten,Immobilienmakler Bernd Richter,495.400 €
Oberhausen (Oberhausen),159 m²,7 Zi.,663 m² Grundstück,Einfamilienhaus mit Einliegerwohnung,Engel &amp; Völkers Weilheim - Bernd J. Kugel Immobilien,725.000 €
Hof (Innenstadt),105 m²,5 Zi.,427 m² Grundstück,"Einfamilienhaus in 95028 Hof, Nibelungenstr.",Argetra GmbH,145.000 €
Hof (Innenstadt),105 m²,5 Zi.,427 m² Grundstück,"Einfamilienhaus in 95028 Hof, Nibelungenstr.",Argetra GmbH,145.000 €
Neuburg am Inn (Neukirchen),220.29 m²,10 Zi.,712.29 m² Grundstück,Großes Haus mit 3 Wohneinheiten im gepflegten Zustand in beliebter Lage,McMakler GmbH,549.000 €
Coburg (Ketschendorf),100 m²,4 Zi.,186 m² Grundstück,Schönes Reihenhaus mit Garage in Coburg,Leib Immobilien GmbH,175.000 €
Vilshofen (Hundsöd),150 m²,6 Zi.,5000 m² Grundstück,PROVISIONSFREI! SELTENHEIT! TOP ALLEINLAGE IN VILSHOFEN MIT PANORAMABLICK IN DIE ALPEN,Terra-Plan - Meinzer GmbH Vertriebsgesellschaft mbH,449.000 €
Leinburg (Gersdorf),121 m²,5 Zi.,423 m² Grundstück,Ihr Eigenheim in traumhaft schöner Lage bei Leinburg,Meilenstein Massivhaus GmbH Town &amp; Country Lizenz-Partner,663.318 €
Obernbreit,154.89 m²,5 Zi.,1000 m² Grundstück,Unsere Stadtvilla - ein Rückzugsort für die ganze Familie,HOFU UG,740.000 €
Obernbreit,238.62 m²,8 Zi.,1000 m² Grundstück,WOHNEN XL - EIN ZUHAUSE FÜR DIE GANZE FAMILIE!,HOFU UG,730.000 €
Marktredwitz (Marktredwitz),140 m²,9 Zi.,735 m² Grundstück,Doppelhaushälfte in Oberredwitz!,Immobilienvermittlung Busch,235.000 €
Obernbreit,154.9 m²,5 Zi.,1000 m² Grundstück,Modernes Wohnkonzept - Wohlfühlklima inklusive,HOFU UG,595.000 €
Bad Brückenau (Bad Brückenau),143.8 m²,6 Zi.,655 m² Grundstück,Schöner Wohnen mit traumhaften Ausblick!,Sparkasse Bad Kissingen,230.000 €
Eschenlohe,190 m²,8 Zi.,815 m² Grundstück,Traumblick und viel Platz,ohne-makler.net - Immobilien selbst vermarkten,980.000 €
Rödelsee (Rödelsee),154.9 m²,5 Zi.,750 m² Grundstück,Modernes Wohnkonzept - Wohlfühlklima inklusive,HOFU UG,530.000 €
Winhöring / Unterau (Unterau),180 m²,6 Zi.,900 m² Grundstück,Zweifamilienhaus mit Doppelgarage und großem Grundstück,REWWO Immobilienvermittlung GbR,475.000 €
"Josef-Feldschmidt-Straße 7, Mallersdorf-Pfaffenberg (Pfaffenberg)",161 m²,7 Zi.,287.4 m² Grundstück,"""Schöner Wohnen"" - Exklusives Reihenhaus vom Architekten mit Garten und Garage",Ingenieurbüro Norbert Hecht,485.000 €
Vilshofen an der Donau (Sandbach),127 m²,3 Zi.,1000 m² Grundstück,Erstbezug nach Renovierung - EFH mit sonniger Terrasse und großem Garten,ProInsight Immobilien,335.000 €
Memmingen (Memmingen),254 m²,10 Zi.,577 m² Grundstück,Großes Einfamilienhaus in Top-Lage von Memmingen!,SparkasseSchwaben-Bodensee i.V. der Sparkasse-Immobilien- Vermittlungs-GmbH,775.000 €
Rödelsee (Rödelsee),135.31 m²,4 Zi.,485 m² Grundstück,OFFENHEIT TRIFFT AUF KLASSISCHE ARCHITEKTUR,HOFU UG,430.000 €
Rödelsee (Rödelsee),154.89 m²,5 Zi.,600 m² Grundstück,MODERNES WOHNEN UNTER ELEGANTEM WALMDACH,HOFU UG,500.000 €
Stockstadt am Main,123.27 m²,4.5 Zi.,324.93 m² Grundstück,BERK Immobilen - Reihenendhaus in beliebter Lage von Stockstadt,BERK Immobilien,595.000 €
Coburg (Creidlitz),75 m²,3 Zi.,270 m² Grundstück,Behagliche Doppelhaushälfte in beliebter Stadtrandlage!,Immobilien Reinhardt GmbH,175.000 €
Rödelsee (Rödelsee),238.62 m²,8 Zi.,900 m² Grundstück,WOHNEN XL - EIN ZUHAUSE FÜR DIE GANZE FAMILIE!,HOFU UG,710.000 €
Erlangen (Eltersdorf),140 m²,5 Zi.,186 m² Grundstück,Familienfreundliches 5-Zimmer Reihenmittelhaus,Gewerblicher Anbieter,400.000 €
Abensberg (Sandharlanden),140 m²,6 Zi.,746 m² Grundstück,Attraktives Einfamilienhaus in Sandharlanden,Kreissparkasse Kelheim in Vertretung der Sparkassen-Immobilien-Vermittlungs-GmbH,680.000 €
Coburg (Coburg),214 m²,6 Zi.,688 m² Grundstück,Großzügige Doppelhaushälfte in guter Lage von Coburg,Postbank Immobilien GmbH,368.000 €
Uehlfeld (Uehlfeld),158 m²,5.5 Zi.,542 m² Grundstück,NEUWERTIGE EINFAMILIENHAUS MIT GARAGE IN UEHLFELD ,Privater Anbieter,650.000 €
Markt Bibart (Markt Bibart),172 m²,5.5 Zi.,2211 m² Grundstück,EFH mit ELW und Doppelgarage - Markt Bibart - sehr gute Wohnlage,Sparkasse im Landkreis Neustadt/Aisch - Bad Windsheim in Vertretung der Sparkassen-Immobilien-Vermittlungs-GmbH,450.000 €
Unterschleißheim (Unterschleißheim),143.14 m²,5 Zi.,131 m² Grundstück,Familienfreundliches Reihenmittelhaus mit uneinsehbarer Dachterrasse,SIS-Sparkassen-Immobilien-Service GmbH,859.000 €
Bernhardswald (Bernhardswald),130 m²,4.5 Zi.,300 m² Grundstück,Neubau! Ruhige DHH in Bernhardswald ,Popp Bauunternehmen GmbH &amp; Co. KG,483.000 €
Hof (Innenstadt),111.09 m²,5 Zi.,454 m² Grundstück,Die Gelegenheit: Gepflegtes Einfamilienhaus - Bezug kurzfristig möglich!,VON POLL IMMOBILIEN Bayreuth - Mark Beyer,439.000 €
Seukendorf (Seukendorf),136 m²,5 Zi.,200 m² Grundstück,Moderner Wohntraum mit Garten und PV-Anlage,Dr. Kraus Immobilien,550.000 €
Mühldorf (Mühldorf),167.18 m²,4 Zi.,339 m² Grundstück,Vom Ausbauhaus zum Traumhaus!,Sparkasse Altötting-Mühldorf,739.000 €
Mühldorf (Mühldorf),166.18 m²,4 Zi.,339 m² Grundstück,Neubau Atriumhaus mit Galerie,Sparkasse Altötting-Mühldorf,799.000 €
Plattling (Plattling),120 m²,4 Zi.,569 m² Grundstück,Tolles Wohnhaus in Plattling !,Raiffeisenbank eG Deggendorf-Plattling-Sonnenwald,599.000 €
Mühldorf (Mühldorf),163.97 m²,4 Zi.,339 m² Grundstück,Neubau Atriumhaus mit Galerie,Sparkasse Altötting-Mühldorf,819.000 €
Niedertaufkirchen (Roßbach),150 m²,3 Zi.,253 m² Grundstück,Toll saniert mit Holzheizung(en),Sparkasse Altötting-Mühldorf,430.000 €
Massing (Schernegg),144.29 m²,4 Zi.,353 m² Grundstück,"Großzügige Doppelhaushälfte in Massing, Erstbezug - keine Käuferprovision !",VR-Bank Rottal-Inn eG,595.000 €
Weidhausen (Weidhausen),142 m²,8 Zi.,600 m² Grundstück,Renoviertes Wohnhaus mit Blick in die Natur,VR-Bank Immobilien GmbH,299.000 €
Töging am Inn (Töging),126.91 m²,7 Zi.,881 m² Grundstück,Doppelhaushälfte auf großzügigem Grundstück,PlanetHome Group GmbH,349.000 €
Lappersdorf (Einhausen),230 m²,11 Zi.,2508 m² Grundstück,Traumhaftes Grundstück! 3-Parteien-Haus mitten im Grünen!,Immobilien Bär GbR,979.000 €
Pocking (Indling),109.22 m²,3 Zi.,500.22 m² Grundstück,"Neuwertige, kernsanierte Wohlfühloase mit Garten in attraktiver Lage",McMakler GmbH,369.900 €
Töging am Inn (Töging),104 m²,4 Zi.,246 m² Grundstück,Reihenmittelhaus inTöging/Inn,ohne-makler.net - Immobilien selbst vermarkten,395.000 €
Deggendorf (Natternberg),390 m²,14 Zi.,847 m² Grundstück,5-Parteien-Haus + Gewerbeeinheit + PV-Anlage,Sparkasse Deggendorf in Vertretung der Sparkassen-Immobilien-Vermittlungs-GmbH,1.199.000 €
"Rotkehlchenweg 6, Geretsried (Gartenberg)",176.5 m²,6 Zi.,313 m² Grundstück,EINE HAUSHÄLFTE FÜR GENERATIONEN - VIEL PLATZ FÜR DIE FAMILIE - ZUKUNFTSSICHERE ENERGIETECHNIK !,Meiser Consult,1.379.000 €
